pv_kw,battery_kwh,IRR,NPC,NPV,pv_cost_per_kw,battery_cost_per_kwh,capex_total,opex_total,export_revenue,import_cost,payback_years,annual_savings,total_savings,pv_battery_savings,battery_total_cycles,battery_degradation_pct,renewable_fraction
26.0,54,0.027047195314261252,-39132.64080057206,39132.64080057206,994.2321222445581,787.6384869934012,82778.51347600218,72489.0,9498.488224943805,98328.90568328256,20.370206639551547,4063.705142552474,194400.15427657423,194400.15427657423,5345.067416485421,25.903975436290054,0.6057015349813126
26.0,56,0.02518656463145974,-36852.41643397458,36852.41643397458,994.2321222445581,781.3625164514291,84350.33609963855,73803.0,9291.25384132104,97516.07304262092,20.878321903517584,4040.0917511204375,195005.75253361312,195005.75253361312,5255.097935667724,25.903975436291265,0.6099950796594902
26.0,58,0.023371636467855117,-34565.3618465359,34565.3618465359,994.2321222445581,775.1365533772156,85899.95527423701,75117.0,9093.834468535384,96742.08908267543,21.39203813860824,4015.510570692431,195582.31712077293,195582.31712077293,5166.718101166516,25.903975436285755,0.6140852766608508
26.0,60,0.021599101016026134,-32272.11188733834,32272.11188733834,994.2321222445581,768.9601993069987,87427.64713677843,76431.0,8905.026970374884,96004.83968117113,21.911735123668155,3989.991967470558,196130.75902411676,196130.75902411676,5080.315740640776,25.90397543628866,0.6179970489362092
26.0,62,0.01986932183877621,-29978.834178602614,29978.834178602614,994.2321222445581,762.8330589520095,88933.6848333831,77745.0,8723.907663681697,95296.96038660896,22.43675070690053,3963.750633732857,196657.5190119857,196657.5190119857,4996.105848756819,25.903975436288235,0.6217495360389144
26.0,64,0.018179797925248264,-27686.641982115223,27686.641982115223,994.2321222445581,756.7547401731745,90418.33854944167,79059.0,8550.150206852308,94616.74141020839,22.967279993399387,3936.832684385229,197163.98053155688,197163.98053155688,4914.021952259128,25.903975436290573,0.6253494994429099
26.0,66,0.016525542868947474,-25392.159968465043,25392.159968465043,994.2321222445581,750.7248539560164,91881.87553945559,80373.0,8385.278056654439,93968.81428364679,23.504403632443413,3909.1345169306883,197647.03550792063,197647.03550792063,4833.2412311710505,25.903975436287592,0.6287653746867645
26.0,68,0.014903246965391581,-23094.378315758106,23094.378315758106,994.2321222445581,744.7430143857598,93324.56015659017,81687.0,8229.030745908112,93353.66400847283,24.04880890889326,3880.631282411609,198105.9384723483,198105.9384723483,4753.75316318157,25.90397543628933,0.6320025581237712
26.0,70,0.013310970149759571,-20794.223860483384,20794.223860483384,994.2321222445581,738.8088386226299,94746.6538819426,83001.0,8080.814789912259,92769.50878239922,24.600813772549035,3851.3625914142003,198541.877742426,198541.877742426,4675.678164896907,25.903975436288807,0.6350733450985141
26.0,72,0.011750298677527526,-18498.18851763275,18498.18851763275,994.2321222445581,732.9219468773524,96148.41535352789,84315.0,7940.055755240978,92209.02361899335,25.1595107330643,3821.5534623720205,198961.60387116062,198961.60387116062,4599.116099759679,25.903975436287958,0.6379896385891326
26.0,74,0.010219860598847497,-16207.628016819799,16207.628016819799,994.2321222445581,727.0819623868464,97530.10039498514,85629.0,7806.471405504917,91670.31472861295,25.72499954681592,3791.2576137268316,199366.72841180494,199366.72841180494,4524.04828944406,25.903975436293532,0.6407572845737056
26.0,76,0.008715822246620375,-13919.565345714334,13919.565345714334,994.2321222445581,721.2885113901108,98891.96204400693,86943.0,7679.923927258529,91155.96827245026,26.298366221664345,3760.384246324042,199754.52738972125,199754.52738972125,4450.406238002484,25.90397543628462,0.643379139293149
26.0,78,0.007235449333530708,-11632.61720435135,11632.61720435135,994.2321222445581,715.5412231043047,100234.25058049428,88257.0,7560.760488599234,90667.46443866658,26.880412198527505,3728.895592828188,200123.86778484564,200123.86778484564,4377.958881212952,25.903975436290157,0.6458480098313304
26.0,80,0.005777226795509405,-9347.226764948922,9347.226764948922,994.2321222445581,709.8397297010158,101557.21355443978,89571.0,7448.709439691795,90203.84085521608,27.471545754697395,3696.8146773129565,200475.4403193887,200475.4403193887,4306.709180574725,25.903975436291272,0.6481695216223775
26.0,82,0.00434147533850382,-7066.708937235409,7066.708937235409,994.2321222445581,704.1836662827203,102861.09581354157,90885.0,7342.781280041902,89760.54826417792,28.071449997589774,3664.2601583592323,200812.80475077697,200812.80475077697,4236.89865163794,25.903975436288956,0.6503641783608481
26.0,84,0.0029284856137439252,-4794.15852802014,4794.15852802014,994.2321222445581,698.5726708594286,104146.13953055051,92199.0,7241.639567728318,89332.91324407066,28.67978371269668,3631.343268619021,201139.29805857065,201139.29805857065,4168.858365880849,25.90397543629252,0.6524596663002773
26.0,86,0.0015362304132171545,-2528.6616433881572,2528.6616433881572,994.2321222445581,693.0063843255186,105412.58423035311,93513.0,7144.343281514347,88920.66914268606,29.29721165725308,3598.0415291247086,201454.24587374128,201454.24587374128,4102.763292548224,25.903975436286853,0.6544754853069379
26.0,88,0.00016513031359499664,-273.2179665232834,273.2179665232834,994.2321222445581,687.4844504367522,106660.6668167927,94827.0,7051.104688176429,88520.79163977344,29.923349469512804,3564.462826110532,201760.88478331597,201760.88478331597,4038.414988196133,25.90397543628649,0.6564072355545969
26.0,90,-0.0011859513429889335,1971.8971122131334,-1971.8971122131334,994.2321222445581,682.0065157874757,107890.62159923132,96141.0,6962.626459239891,88133.47370713469,30.558512327757917,3530.624149567273,202059.7244870182,202059.7244870182,3975.4840731664317,25.903975436292164,0.6582403590366257
26.0,92,-0.0025192326311626045,4208.318432266096,-4208.318432266096,994.2321222445581,676.5722297880014,109102.68031885463,97455.0,6878.218953128679,87759.42880145312,31.203587597057727,3496.4787295529513,202349.36188658854,202349.36188658854,3914.082549827933,25.903975436289624,0.6599891440751507
26.0,94,-0.003838049400096244,6439.619419203693,-6439.619419203693,994.2321222445581,671.1812446421709,110297.07217472258,98769.0,6797.380792092347,87401.49977148647,31.86013210848603,3461.9150918506284,202626.45275551887,202626.45275551887,3854.2582653672794,25.903975436287745,0.6616639784072467
26.0,96,-0.005140976864033697,8661.62138792689,-8661.62138792689,994.2321222445581,665.8332153250944,111474.02384956757,100083.0,6719.775525912695,87054.944799185,32.52740559909351,3427.0800820546897,202895.40246164068,202895.40246164068,3796.008224673639,25.903975436294342,0.6632718327045196
26.0,98,-0.006428061649905836,10872.688446675747,-10872.688446675747,994.2321222445581,660.5277995610703,112633.7595353434,101397.0,6644.882136703372,86717.38278294873,33.20535790269013,3392.0357029555876,203158.07108866764,203158.07108866764,3739.3810563621655,25.90397543628927,0.6648235027093379
26.0,100,-0.007700307761004166,13072.852952073852,-13072.852952073852,994.2321222445581,655.2646578016788,113776.50095852639,102711.0,6572.067163723179,86387.99089218363,33.894452647207835,3356.788266881752,203414.64800645254,203414.64800645254,3684.452125741185,25.90397543629022,0.6663321108085444
27.0,0,0.09313289114357648,-63630.64199495918,63630.64199495918,992.2456451393333,0.0,31790.632418761998,38434.5,21184.582761914633,170559.38008310646,9.994825351292095,3180.7091471240387,133855.77441372117,133855.77441372117,0.0,0.0,0.39369051956547674
27.0,2,0.09001755807241962,-65448.597136647324,65448.597136647324,992.2456451393333,969.7508780298202,34078.13417482164,39748.5,20578.35347833677,164533.6939017808,10.27205467087252,3317.557710382299,139275.23131146896,139275.23131146896,8266.71958572378,25.903975436290573,0.4062505019238692
27.0,4,0.08719783108097867,-67139.66553588396,67139.66553588396,992.2456451393333,962.0238204468434,36334.72770054937,41062.5,20013.022127968827,158706.7006264485,10.534411431877595,3449.146441214444,144536.89323643333,144536.89323643333,7987.871154646575,25.903975436290573,0.41796315147057583
27.0,6,0.08467969378792106,-68767.11610219421,68767.11610219421,992.2456451393333,954.3583327167466,38560.78241506248,42376.5,19467.26808963497,152993.44130729127,10.77840420276071,3577.5966172418894,149704.3985172567,149704.3985172567,7805.934740908011,25.903975436294342,0.4292701959848448
27.0,8,0.08221044527408683,-70125.63954663847,70125.63954663847,992.2456451393333,946.7539242456988,40756.66381272759,43690.5,18936.131419589747,147593.89979513668,11.027006811168915,3696.076778645536,154572.80335936605,154572.80335936605,7665.135257830933,25.903975436290573,0.44027439730063533
27.0,10,0.07968559198684266,-71119.62180372665,71119.62180372665,992.2456451393333,939.210108348962,42922.73350225162,45004.5,18415.41238694707,142599.1288158818,11.291261054830619,3801.4118435326095,159046.85530597827,159046.85530597827,7552.2442416733265,25.903975436291272,0.45106276587070926
27.0,12,0.07710354491342342,-71749.8219424726,71749.8219424726,992.2456451393333,931.7264022197439,45059.349245398924,46318.5,17904.498140587435,138007.3986876289,11.57255430900896,3893.639039595717,163127.6711878715,163127.6711878715,7454.7003970919295,25.903975436294342,0.46164799979954785
27.0,14,0.0744998616874537,-72060.62156707348,72060.62156707348,992.2456451393333,924.3023268982979,47166.86499533817,47632.5,17402.980823759226,133773.56599626056,11.868118591256522,3974.2495520803886,166859.98656241165,166859.98656241165,7366.720831548774,25.903975436291265,0.4720385485590688
27.0,16,0.07188612518510662,-72073.89170143579,72073.89170143579,992.2456451393333,916.9374072412693,49245.630934622306,48946.5,16908.594596001443,129873.14369485634,12.177503636167222,4043.9840878686036,170266.0226360581,170266.0226360581,7288.581246034534,25.903975436290573,0.4822813574847869
27.0,18,0.06927216933931413,-71811.32608430271,71811.32608430271,992.2456451393333,909.631171891286,51295.993512805144,50260.5,16421.89391380234,126284.64605160747,12.500311195308543,4103.577319903596,173367.81959710785,173367.81959710785,7216.161503390353,25.903975436287958,0.4923649383772341
27.0,20,0.06665714275962786,-71282.4667977316,71282.4667977316,992.2456451393333,902.3831532467918,53318.29548369783,51574.5,15943.295010370199,122998.60446385376,12.837392285755966,4153.358742714314,176175.26228142943,176175.26228142943,7147.178078607429,25.903975436291272,0.5022806678688309
27.0,22,0.0640502506306011,-70509.90734751821,70509.90734751821,992.2456451393333,895.1928874321197,55312.87594226863,52888.5,15479.548945481365,119998.8373906075,13.188281445390286,4194.092776326228,178711.28328978684,178711.28328978684,7072.324686079035,25.90397543628649,0.5118886749592049
27.0,24,0.06145230439582883,-69506.11018059931,69506.11018059931,992.2456451393333,888.059914267803,57280.07036118927,54202.5,15035.0397238289,117276.9309169533,13.553544270302348,4226.20601805962,180988.68054178858,180988.68054178858,6988.086973289516,25.903975436294342,0.521098130083682
27.0,26,0.0588731691552713,-68295.93585498132,68295.93585498132,992.2456451393333,880.9837772411245,59220.210627031236,55516.5,14613.521831109369,114811.4470840098,13.932402819760126,4250.538216067085,183032.64648201255,183032.64648201255,6892.692182867167,25.90397543628995,0.5298312446949297
27.0,28,0.05632827636973525,-66912.99960972808,66912.99960972808,992.2456451393333,873.9640234768991,61133.62507611517,56830.5,14214.259017381983,112567.70606645173,14.322976156404861,4268.220822861442,184877.12468584324,184877.12468584324,6789.248368123,25.903975436291265,0.5381032752959124
27.0,30,0.05381644327370738,-65368.52120315359,65368.52120315359,992.2456451393333,867.0002037084901,63020.6385300167,58144.5,13838.08245489674,110534.99445663943,14.725691482285207,4279.638657772344,186533.6597331703,186533.6597331703,6678.609639694687,25.90397543628866,0.545896999505866
27.0,32,0.05134697416154954,-63688.38706775918,63688.38706775918,992.2456451393333,860.0918722490551,64881.57233073176,59458.5,13480.818478765645,108682.93081518769,15.13920653804608,4285.665313283031,188028.45939849093,188028.45939849093,6565.68215263893,25.903975436290573,0.5532988888158273
27.0,34,0.048924565589048896,-61892.0862824888,61892.0862824888,992.2456451393333,853.2385869630226,66716.74437550476,60772.5,13140.565943299962,106989.80702021938,15.562713081403334,4286.961021933119,189381.33065799356,189381.33065799356,6452.394796025539,25.90397543628933,0.5603483319468345
27.0,36,0.04655381180515339,-59998.81380910883,59998.81380910883,992.2456451393333,846.4399092377952,68526.46915132261,62086.5,12817.842889371846,105436.63166385339,15.995250328860097,4284.176098681049,190611.78296043145,190611.78296043145,6338.415063617861,25.903975436287958,0.5670345951647577
27.0,38,0.04423465268213289,-58020.48624744185,58020.48624744185,992.2456451393333,839.6954039556778,70311.05776907774,63400.5,12511.638377016456,104010.16609540986,16.43658033757318,4277.7181338839855,191732.0440165196,191732.0440165196,6224.577818544945,25.90397543628462,0.5733786230259058
27.0,40,0.04197322991877761,-55977.9259392065,55977.9259392065,992.2456451393333,833.0046394660302,72070.81799740321,64714.5,12217.86763855512,102685.19543685841,16.885167893505088,4268.291464553657,192763.2439366097,192763.2439366097,6113.646727587359,25.903975436291272,0.5794650441460519
27.0,42,0.039770286797634835,-53883.39210966142,53883.39210966142,992.2456451393333,826.3671875576413,73806.05429618293,66028.5,11935.439584326712,101448.06491339533,17.340365168848788,4256.314880194813,193717.94640584436,193717.94640584436,6005.915178637169,25.90397543629252,0.5853164657532532
27.0,44,0.03762998425327124,-51753.917931702104,51753.917931702104,992.2456451393333,819.7826234313234,75517.06784974023,67342.5,11662.843339350955,100279.92929282162,17.800695276947767,4242.366192714744,194613.48578144232,194613.48578144232,5901.88335015286,25.90397543628649,0.5909641901903907
27.0,46,0.035541347159973036,-49582.19898324157,49582.19898324157,992.2456451393333,813.2505256727247,77204.15659970733,68656.5,11400.440304794356,99188.15645675844,18.267933385591444,4226.211852764963,195442.8555829489,195442.8555829489,5800.854462870685,25.903975436289624,0.596400732016719
27.0,48,0.03350651158520268,-47380.6450711505,47380.6450711505,992.2456451393333,806.7704762253591,78867.61527757923,69970.5,11148.036598807215,98159.84798499045,18.741077713006153,4208.275344957658,196218.76034872973,196218.76034872973,5702.56314675788,25.903975436294342,0.6016301022108252
27.0,50,0.03152802637425456,-45161.90542258651,45161.90542258651,992.2456451393333,800.3420603638504,80507.7354369545,71284.5,10904.760051273519,97181.19092664547,19.21889842756933,4188.988028651367,196954.14085954102,196954.14085954102,5607.156736562447,25.90397543629022,0.6066703750016835
27.0,52,0.029598679697686592,-42922.403873972304,42922.403873972304,992.2456451393333,793.9648666673887,82124.8054854662,72598.5,10671.429736716216,96256.29211219068,19.702512172679878,4168.240311981283,197645.7093594385,197645.7093594385,5513.872780944739,25.90397543628995,0.6115045808216191
27.0,54,0.02771473124292312,-40663.40601866349,40663.40601866349,992.2456451393333,787.6384869934012,83719.11071640567,73912.5,10448.419586791655,95383.97458663546,20.19233399852925,4146.083891168972,198295.01673506916,198295.01673506916,5422.286555252019,25.903975436290054,0.6161249707147021
27.0,56,0.025878172798018184,-38394.98120166187,38394.98120166187,992.2456451393333,781.3625164514291,85290.93334004203,75226.5,10235.899746135678,94554.05693934477,20.687303074745184,4122.863818056796,198912.41454170388,198912.41454170388,5332.133301280596,25.903975436291265,0.6205280197445584
27.0,58,0.0240873221246245,-36120.790640147345,36120.790640147345,992.2456451393333,775.1365533772156,86840.5525146405,76540.5,10032.650450081861,93761.379030207,21.187281373135956,4098.711438492928,199501.84315478784,199501.84315478784,5243.838299980352,25.903975436285755,0.6247389977188804
27.0,60,0.022337663747654446,-33839.33910805738,33839.33910805738,992.2456451393333,768.9601993069987,88368.24437718192,77854.5,9838.158996844551,93006.64724651822,21.692985457286788,4073.586116174644,200062.0834852393,200062.0834852393,5157.448836511313,25.90397543628866,0.6287685298783855
27.0,62,0.02063148162621009,-31559.931281107332,31559.931281107332,992.2456451393333,762.8330589520095,89874.2820737866,79168.5,9652.412603850613,92280.27098386968,22.203202769007248,4047.8071118297976,200602.71335489393,200602.71335489393,5072.786109420493,25.903975436288235,0.6326168802369683
27.0,64,0.018963252954266485,-29278.54735376459,29278.54735376459,992.2456451393333,756.7547401731745,91358.93578984516,80482.5,9475.432545389713,91586.02113669296,22.719042226972512,4021.249438120325,201119.98314360974,201119.98314360974,4989.679134837476,25.903975436290573,0.636283606248422
27.0,66,0.01732819444278988,-26991.945754595276,26991.945754595276,992.2456451393333,750.7248539560164,92822.47277985909,81796.5,9307.349422967949,90927.00262342654,23.241561553754057,3993.8139511484796,201610.91853445437,201610.91853445437,4907.93253399196,25.903975436287592,0.639766003114696
27.0,68,0.01572601191956191,-24704.03202015083,24704.03202015083,992.2456451393333,744.7430143857598,94265.15739699366,83110.5,9147.506522706331,90298.38884047483,23.770479867641065,3965.63964723815,202079.6894171445,202079.6894171445,4827.689669480324,25.90397543628933,0.6430776772351317
27.0,70,0.014156102798574599,-22417.91724629578,22417.91724629578,992.2456451393333,738.8088386226299,95687.25112234609,84424.5,8994.974774855367,89695.87814112648,24.30560468539632,3936.838945621395,202529.66836864187,202529.66836864187,4749.183642436139,25.903975436288807,0.6462378783034043
27.0,72,0.012617420021078685,-20135.69699116837,20135.69699116837,992.2456451393333,732.9219468773524,97089.01259393137,85738.5,8849.73635398707,89117.09850380031,24.846897792512564,3907.490319503325,202963.20958509974,202963.20958509974,4672.276418591202,25.903975436287958,0.6492469729046814
27.0,74,0.011110352355164999,-17861.635117420898,17861.635117420898,992.2456451393333,727.0819623868464,98470.69763538864,87052.5,8711.634366479771,88557.3733485832,25.393808059697093,3877.7444250936514,203384.83275280954,203384.83275280954,4596.896223882123,25.903975436293532,0.6521082136016921
27.0,76,0.009630875495206359,-15592.308641673997,15592.308641673997,992.2456451393333,721.2885113901108,99832.55928441041,88366.5,8579.70937532235,88018.91318415094,25.94741351967785,3847.4955975361463,203791.3679260844,203791.3679260844,4523.266784747098,25.90397543628462,0.6548414774907645
27.0,78,0.008177348316667832,-13328.083379252173,13328.083379252173,992.2456451393333,715.5412231043047,101174.84782089776,89680.5,8453.611566982969,87500.75210174601,26.50801514697781,3816.7643733383316,204183.43120014993,204183.43120014993,4451.375734010892,25.903975436290157,0.6574540117572039
27.0,80,0.006749343952027864,-11071.176425743877,11071.176425743877,992.2456451393333,709.8397297010158,102497.81079484327,90994.5,8333.453817637735,87000.53833196356,27.075475436553784,3785.6329073529055,204563.48722058715,204563.48722058715,4381.054251108239,25.903975436291272,0.6599434801720243
27.0,82,0.005341654618287617,-8815.531855082052,8815.531855082052,992.2456451393333,704.1836662827203,103801.69305394505,92308.5,8219.410070694848,86524.25689658071,27.651638496099512,3753.907496967571,204925.7249090271,204925.7249090271,4312.129585814593,25.903975436288956,0.6623062757303518
27.0,84,0.003951367574415832,-6558.811793908448,6558.811793908448,992.2456451393333,698.5726708594286,105086.73677095401,93622.5,8111.917032028195,86074.44020207872,28.237597859058933,3721.5182854954155,205268.04856486246,205268.04856486246,4244.360185650198,25.90397543629252,0.6645333511225702
27.0,86,0.0025809547562183344,-4307.638920586935,4307.638920586935,992.2456451393333,693.0063843255186,106353.1814707566,94936.5,8009.5841060734765,85642.83544964294,28.832204865637184,3688.6940130447847,205597.32039134353,205597.32039134353,4178.106458857254,25.903975436286853,0.6666535181810669
27.0,88,0.0012328005586577095,-2068.332381233544,2068.332381233544,992.2456451393333,687.4844504367522,107601.26405719618,96250.5,7911.516099673931,85221.9913961572,29.434209904548688,3655.653214614324,205920.09643842973,205920.09643842973,4113.542499135529,25.90397543628649,0.6686853237426886
27.0,90,-9.560491998650278e-05,161.1998726115853,-161.1998726115853,992.2456451393333,682.0065157874757,108831.21883963482,97564.5,7818.064202409694,84814.11697029945,30.04450165946705,3622.3339655674404,206234.51896702324,206234.51896702324,4050.4491997255764,25.903975436292164,0.6706214893904023
27.0,92,-0.0014072397747081355,2383.9508449579007,-2383.9508449579007,992.2456451393333,676.5722297880014,110043.27755925813,98878.5,7728.460152002112,84421.20517261486,30.664304036923145,3588.644223810007,206537.82671430023,206537.82671430023,3988.9584409291583,25.903975436289624,0.6724779355213486
27.0,94,-0.0027030844370310447,4599.648362547741,-4599.648362547741,992.2456451393333,671.1812446421709,111237.66941512606,100192.5,7642.535013293953,84042.58569562863,31.293998608698832,3554.60070175261,206830.52105257832,206830.52105257832,3929.0169247770664,25.903975436287745,0.6742581606009316
27.0,96,-0.003982660953979145,6805.6777823756565,-6805.6777823756565,992.2456451393333,665.8332153250944,112414.62108997107,101506.5,7559.773528793525,83674.9019561111,31.933267458955694,3520.2981102531794,207115.44330759541,207115.44330759541,3870.674220510203,25.903975436294342,0.6759728411304976
27.0,98,-0.005246895605126034,9001.887807566265,-9001.887807566265,992.2456451393333,660.5277995610703,113574.35677574688,102820.5,7480.407435786467,83318.01020251884,32.58248310374274,3485.74896560602,207392.96896818062,207392.96896818062,3813.7679408538675,25.90397543628927,0.6776171751645853
27.0,100,-0.006496340598881933,11187.592305560596,-11187.592305560596,992.2456451393333,655.2646578016788,114717.09819892989,104134.5,7404.258615235193,82970.82445677888,33.241856186510724,3450.9835297789764,207664.0058933693,207664.0058933693,3758.2604687941716,25.90397543629022,0.679194852310807
28.0,0,0.09189160374764427,-64446.613156314896,64446.613156314896,990.263137018012,0.0,32727.367836504338,39858.00000000001,22298.349311375507,168496.94005346924,10.103744079062508,3239.132699760641,137031.98099281924,137031.98099281924,0.0,0.0,0.4006944476933877
28.0,2,0.08899025366852586,-66317.46129225523,66317.46129225523,990.263137018012,969.7508780298202,35014.86959256398,41172.00000000001,21686.472608510354,162412.71345860412,10.366346837229308,3377.7443628273068,142504.3308848192,142504.3308848192,8343.729043366831,25.903975436290573,0.41337143383053376
28.0,4,0.08635425932387286,-68063.70526532587,68063.70526532587,990.263137018012,962.0238204468434,37271.46311829171,42486.00000000001,21115.38273276997,156524.78608406536,10.615105199021567,3511.1722794539196,147821.1683836176,147821.1683836176,8065.638127055384,25.903975436290573,0.425203389005475
28.0,6,0.08398847965765377,-69741.98188439623,69741.98188439623,990.263137018012,954.3583327167466,39497.51783280482,43800.00000000001,20563.80807827355,150754.88009598549,10.847042855850466,3641.316657240035,153039.49971720105,153039.49971720105,7884.236478243148,25.903975436294342,0.4366310256972454
28.0,8,0.08165267597876125,-71149.1241004259,71149.1241004259,990.263137018012,946.7539242456988,41693.39923046993,45114.00000000001,20026.840001294124,145300.88840531127,11.084491377831796,3761.4174443631937,157956.52333089584,157956.52333089584,7743.74105692014,25.903975436290573,0.44775604210423137
28.0,10,0.07924178244436941,-72183.1580502385,72183.1580502385,990.263137018012,939.210108348962,43859.46891999396,46428.00000000001,19501.07277888916,140261.01754356967,11.338799387378113,3868.0875656744156,162470.62697023246,162470.62697023246,7628.896536502261,25.903975436291272,0.45864899962831907
28.0,12,0.07676638669652625,-72855.41126717466,72855.41126717466,990.263137018012,931.7264022197439,45996.084663141264,47742.00000000001,18984.289478762148,135621.3652833592,11.610140277100761,3961.71653101053,166593.49593031593,166593.49593031593,7531.915862734349,25.903975436294342,0.4693558285808234
28.0,14,0.07426101052582057,-73208.24994941431,73208.24994941431,990.263137018012,924.3023268982979,48103.60041308051,49056.00000000001,18476.818445956204,131339.53981837435,11.895853604410698,4043.728345416494,170367.85036249482,170367.85036249482,7444.50354104182,25.903975436291265,0.4798697269816371
28.0,16,0.07172327162866932,-73245.05744211911,73245.05744211911,990.263137018012,916.9374072412693,50182.36635236465,50370.00000000001,17978.041926781258,127411.18986721049,12.197216342112636,4114.247459816125,173797.42379448377,173797.42379448377,7364.124388362178,25.903975436290573,0.49020349315569584
28.0,18,0.06918158210342384,-73008.12257209118,73008.12257209118,990.263137018012,909.631171891286,52232.728930547484,51684.00000000001,17485.661889106083,123791.38212138042,12.511747158501318,4174.695050087955,176924.85150263866,176924.85150263866,7291.915907321421,25.903975436287958,0.5004047388005228
28.0,20,0.06663550535800988,-72506.66559475701,72506.66559475701,990.263137018012,902.3831532467918,54255.03090144017,52998.00000000001,17001.440821757737,120472.31606047353,12.840242534084688,4225.389883206573,179759.6964961972,179759.6964961972,7223.023462161795,25.903975436291272,0.5104369475063459
28.0,22,0.06409244151802995,-71760.31704750619,71760.31704750619,990.263137018012,895.1928874321197,56249.61136001097,54312.00000000001,16531.582701196243,117440.22602859206,13.182480154416165,4266.997613583905,182321.92840751717,182321.92840751717,7148.851845658017,25.90397543628649,0.5201715841154531
28.0,24,0.06154278039751748,-70766.41907329846,70766.41907329846,990.263137018012,888.059914267803,58216.80577893161,55626.00000000001,16082.61661223941,114703.96349492233,13.540552853821378,4299.440828407669,184609.22485223008,184609.22485223008,7063.301365454007,25.903975436294342,0.5294733757150641
28.0,26,0.05901302301158062,-69571.51887847326,69571.51887847326,990.263137018012,880.9837772411245,60156.94604477358,56940.00000000001,15656.567564650384,112218.67437631651,13.91142940303004,4324.282164108228,186668.46492324685,186668.46492324685,6966.873734221128,25.90397543628995,0.5383003666723022
28.0,28,0.05651645647070613,-68206.34164088636,68206.34164088636,990.263137018012,873.9640234768991,62070.36049385751,58254.0,15252.663192945902,109952.53279311504,14.293505932394293,4342.556737824794,188530.70213474386,188530.70213474386,6862.652051531409,25.903975436291265,0.5466685586176557
28.0,30,0.05405317140181243,-66683.57020043058,66683.57020043058,990.263137018012,867.0002037084901,63957.37394775904,59568.0,14870.420828789236,107892.04841551262,14.686982178085865,4354.698138272986,190208.94414818962,190208.94414818962,6752.634023294504,25.90397543628866,0.5545879540457621
28.0,32,0.05162207919770667,-65013.715687923395,65013.715687923395,990.263137018012,860.0918722490551,65818.3077484741,60882.00000000001,14508.67526483448,106025.22356334998,15.092247147076556,4361.067447879916,191714.0234363975,191714.0234363975,6638.899394409953,25.903975436290573,0.5620826905788614
28.0,34,0.049237457390696404,-63229.78352823161,63229.78352823161,990.263137018012,853.2385869630226,67653.4797932471,62196.00000000001,14163.239097402124,104314.5475108364,15.506981888220869,4362.77544404929,193079.2633214787,193079.2633214787,6525.463040875621,25.90397543628933,0.5692395273958281
28.0,36,0.04690250857760403,-61348.72823588396,61348.72823588396,990.263137018012,846.4399092377952,69463.20456906495,63510.000000000015,13833.865769990272,102742.50469995436,15.930474325910357,4360.397760164962,194321.9328049489,194321.9328049489,6412.461960650668,25.903975436287958,0.5760635706883224
28.0,38,0.044618206568275864,-59383.759161558264,59383.759161558264,990.263137018012,839.6954039556778,71247.79318682008,64824.0,13521.468893823361,101296.488280358,16.36230877747153,4354.385078279278,195455.55234837835,195455.55234837835,6299.171724030767,25.90397543628462,0.5825358919581554
28.0,40,0.04239016522112604,-57354.80572373592,57354.80572373592,990.263137018012,833.0046394660302,73007.55341514555,66138.0,13222.66182032947,99952.874416361,16.801066020299693,4345.411971296049,196500.35913888147,196500.35913888147,6187.944768695318,25.903975436291272,0.5887266564155429
28.0,42,0.04022202700993738,-55278.493430785136,55278.493430785136,990.263137018012,826.3671875576413,74742.78971392527,67452.0,12934.155294982818,98691.4438851854,17.245512712885265,4334.042771490347,197473.2831447104,197473.2831447104,6080.622178765132,25.90397543629252,0.5947040105591503
28.0,44,0.03811224779325073,-53162.80930304917,53162.80930304917,990.263137018012,819.7826234313234,76453.80326748257,68766.0,12655.994340021092,97503.95350440237,17.695371392122997,4320.5537523510575,198382.61257053172,198382.61257053172,5976.6436931432245,25.90397543628649,0.6004670235666569
28.0,46,0.03605514912603636,-51008.38333591388,51008.38333591388,990.263137018012,813.2505256727247,78140.89201744967,70080.0,12387.728416089738,96389.02479763917,18.151296274094324,4304.975845112119,199229.27535336354,199229.27535336354,5875.840251534407,25.903975436289624,0.606025030169106
28.0,48,0.03405084456844243,-48824.33592148853,48824.33592148853,990.263137018012,806.7704762253591,79804.35069532157,71394.0,12129.825038890933,95337.71015699382,18.61272616420205,4287.622887227002,200022.6866168101,200022.6866168101,5777.549363992885,25.903975436294342,0.6113683451222335
28.0,50,0.032096266119251426,-46614.06623471118,46614.06623471118,990.263137018012,800.3420603638504,81444.47085469685,72708.0,11881.350610596533,94345.38525610151,19.07982225296714,4268.617902980268,200766.53708940803,200766.53708940803,5681.978661057503,25.90397543629022,0.6165163072702128
28.0,52,0.030189475511708252,-44382.179439811414,44382.179439811414,990.263137018012,793.9648666673887,83061.54090320854,74022.0,11644.382212359946,93409.23360425296,19.552522638144517,4248.124011433998,201465.72034301996,201465.72034301996,5587.724925217385,25.90397543628995,0.6214258841077102
28.0,54,0.028330593338468768,-42136.13532253177,42136.13532253177,990.263137018012,787.6384869934012,84655.84613414801,75336.0,11417.310530689892,92519.90080892309,20.030252345982586,4226.399381889326,202127.9814566798,202127.9814566798,5495.45462256006,25.903975436290054,0.6261304183542573
