pv_kw,battery_kwh,IRR,NPC
49.0,0,0.054008518417852924,-56247.04411652467
49.0,2,0.04916517112853547,-52573.29808621296
49.0,4,0.04449101179950454,-48760.68617169094
49.0,6,0.04000635197995139,-44869.58516641861
49.0,8,0.03561667946539249,-40809.676488971534
49.0,10,0.03120665641136,-36455.94331225672
49.0,12,0.026751410254941987,-31797.769954255244
49.0,14,0.022243199883914322,-26847.769568193005
49.0,16,0.017663081656538848,-21605.247625426484
49.0,18,0.013001430019706328,-16083.72029285744
49.0,20,0.008257794134137075,-10310.908733421515
49.0,22,0.003438415579704479,-4325.039787774142
49.0,24,-0.0014749602950596685,1865.2955860203801
49.0,26,-0.006496493964339933,8243.249384440656
49.0,28,-0.011646788885465553,14796.414112696977
49.0,30,-0.01696742477868085,21532.092183545617
49.0,32,-0.02249299634047741,28441.056284360595
49.0,34,-0.02825426052713964,35501.10290290942
49.0,36,-0.03429773290377114,42696.889650117475
49.0,38,-0.040696793773927875,50025.12372924048
49.0,40,-0.04754325744369858,57477.268860414806
49.0,42,-0.054946000742752354,65030.116242859716
49.0,44,-0.06310253934194765,72688.59947074874
49.0,46,-0.07227744953114956,80433.57793226643
49.0,48,-0.08291853715268749,88250.55551382646
49.0,50,-0.09585842306126213,96125.9409789938
49.0,52,-0.11295481683092912,104048.8125470086
49.0,54,-0.14022294129097912,112027.35155381361
49.0,56,,120047.01353464696
49.0,58,,128105.26495220217
49.0,60,,136208.76408760357
49.0,62,,144353.56593453093
49.0,64,,152529.72313071645
49.0,66,,160737.50225515506
49.0,68,,168973.80045176804
49.0,70,,177238.4590430969
49.0,72,,185528.93171413697
49.0,74,,193847.24065345488
49.0,76,,202196.12031886145
49.0,78,,210571.85026199388
49.0,80,,218971.0917097889
49.0,82,,227393.43920850856
49.0,84,,235837.93886093312
49.0,86,,244302.56930564798
49.0,88,,252785.9190483941
49.0,90,,261287.4148408071
49.0,92,,269807.8087246671
49.0,94,,278346.03817279503
49.0,96,,286900.8261895079
49.0,98,,295470.17467217613
49.0,100,,304054.3610052075
49.0,102,,312651.6604397603
49.0,104,,321260.628615876
49.0,106,,329881.1851676494
49.0,108,,338512.56070019933
49.0,110,,347152.96286583226
49.0,112,,355800.12249875866
49.0,114,,364456.07352063217
49.0,116,,373121.05409892346
49.0,118,,381794.68174873077
49.0,120,,390477.5727497927
49.0,122,,399168.6814702649
49.0,124,,407865.937989675
49.0,126,,416569.2586916026
49.0,128,,425279.1010876572
49.0,130,,433996.9329619239
49.0,132,,442722.79211904574
49.0,134,,451455.22031387466
49.0,136,,460194.00302200916
49.0,138,,468937.9384846764
49.0,140,,477685.4490672531
49.0,142,,486436.3893871915
49.0,144,,495191.0374866734
49.0,146,,503947.9935064272
49.0,148,,512708.0680243008
49.0,150,,521470.99784911255
49.0,152,,530236.0720927552
49.0,154,,539003.0579821888
49.0,156,,547772.7270975322
49.0,158,,556546.33691835
49.0,160,,565323.959365665
49.0,162,,574103.4745959456
49.0,164,,582885.8742208058
49.0,166,,591672.18759728
49.0,168,,600462.3901608634
49.0,170,,609254.6235435327
49.0,172,,618047.3703076969
49.0,174,,626840.8003656819
49.0,176,,635634.3512054259
49.0,178,,644428.6137260608
49.0,180,,653224.6394690544
49.0,182,,662021.424644127
49.0,184,,670821.1526641193
49.0,186,,679623.576686628
49.0,188,,688427.1654608326
49.0,190,,697233.2036580928
49.0,192,,706042.580847013
49.0,194,,714855.1185179676
49.0,196,,723671.1607223557
49.0,198,,732490.3899099776
49.0,200,,741311.6067484961
50.0,0,0.052723362864220524,-55689.80825499552
50.0,2,0.04799216932545525,-52020.70636412311
50.0,4,0.043421733682631025,-48216.20451163078
50.0,6,0.03902723935143193,-44328.60485175354
50.0,8,0.03472230162751444,-40275.246800787405
50.0,10,0.030393366270671907,-35930.857570637934
50.0,12,0.026015971533044135,-31284.163265823125
50.0,14,0.021576288185744197,-26338.748019468185
50.0,16,0.017063382127195714,-21103.60129923941
50.0,18,0.012464286395778679,-15587.0274910558
50.0,20,0.00777745439761901,-9814.753327385668
50.0,22,0.0030124464329348566,-3828.9566810029282
50.0,24,-0.0018488508952866356,2362.27169190516
50.0,26,-0.006812804425711527,8733.010515457645
50.0,28,-0.011906066613528887,15279.489374976765
50.0,30,-0.0171694549574799,22009.147060501717
50.0,32,-0.022639686697628725,28916.14376484044
50.0,34,-0.028340455308665247,35971.33625993771
50.0,36,-0.034316609420607325,43159.54172685373
50.0,38,-0.04064480222420486,50483.09555675047
50.0,40,-0.04740071869401885,57921.40883902095
50.0,42,-0.05469613409580376,65459.4870951433
50.0,44,-0.0627224028884188,73104.3198814484
50.0,46,-0.07173380345255131,80839.16653747036
50.0,48,-0.08214840796883749,88647.33290738601
50.0,50,-0.0947148875317817,96505.84989812749
50.0,52,-0.11113412212581975,104418.66943080667
50.0,54,-0.13650301643268548,112387.38498263186
50.0,56,-0.22847957013661846,120398.50770597506
50.0,58,,128451.31439150708
50.0,60,,136544.54407881957
50.0,62,,144675.90545706922
50.0,64,,152846.49040408724
50.0,66,,161049.94001296422
50.0,68,,169276.6047474332
50.0,70,,177532.78210993813
50.0,72,,185815.56025972823
50.0,74,,194126.20494619804
50.0,76,,202469.55079323734
50.0,78,,210840.88365307555
50.0,80,,219235.88456808217
50.0,82,,227653.30075050698
50.0,84,,236092.02577001604
50.0,86,,244550.98595955124
50.0,88,,253028.46267471137
50.0,90,,261524.24075084727
50.0,92,,270038.5072403694
50.0,94,,278571.6313868276
50.0,96,,287124.56061015034
50.0,98,,295692.837603071
50.0,100,,304273.7490574514
50.0,102,,312867.03615939955
50.0,104,,321471.8113611272
50.0,106,,330087.98050111986
50.0,108,,338716.5685879516
50.0,110,,347353.988322528
50.0,112,,355999.15162177896
50.0,114,,364653.5278197454
50.0,116,,373318.2067717414
50.0,118,,381992.2121316956
50.0,120,,390673.7645244869
50.0,122,,399362.1553599802
50.0,124,,408057.3256192787
50.0,126,,416759.2104312708
50.0,128,,425467.60404523177
50.0,130,,434184.0261414126
50.0,132,,442908.0931868229
50.0,134,,451638.6765435425
50.0,136,,460374.51533576194
50.0,138,,469114.1937813212
50.0,140,,477857.2711883652
50.0,142,,486602.8174637127
50.0,144,,495351.01994437136
50.0,146,,504103.8979110942
50.0,148,,512861.7524601704
50.0,150,,521622.083005925
50.0,152,,530385.8428480227
50.0,154,,539153.1737798151
50.0,156,,547924.3509995759
50.0,158,,556699.4395453918
50.0,160,,565477.4162170648
50.0,162,,574258.8418825176
50.0,164,,583043.8022960341
50.0,166,,591830.5428690951
50.0,168,,600618.0704130783
50.0,170,,609406.0666119797
50.0,172,,618194.4113905656
50.0,174,,626984.7459062804
50.0,176,,635777.1291871215
50.0,178,,644571.9297240834
50.0,180,,653369.4192974147
50.0,182,,662169.6676479471
50.0,184,,670972.4996712122
50.0,186,,679777.4472580616
50.0,188,,688584.1501460872
50.0,190,,697393.4314916999
50.0,192,,706205.6579829203
50.0,194,,715021.3276784446
50.0,196,,723840.2978464516
50.0,198,,732662.2163305802
50.0,200,,741486.6585953333
51.0,0,0.05145477837753876,-55105.39684311531
51.0,2,0.04683090765010256,-51440.528264250745
51.0,4,0.042355638112757,-47638.085817876105
51.0,6,0.03805073369169709,-43757.420066748986
51.0,8,0.03382825458518446,-39711.37350664913
51.0,10,0.02957739654829461,-35375.76216657006
51.0,12,0.025274843068373354,-30739.684787307197
51.0,14,0.020902635471669706,-25800.23637062918
51.0,16,0.0164528162777291,-20569.58061947662
51.0,18,0.011913547324927665,-15056.788414428185
51.0,20,0.007284036686066697,-9288.024912180153
51.0,22,0.002569314342042661,-3299.1611330472806
51.0,24,-0.0022410860809153332,2892.302006499536
51.0,26,-0.007155131456910935,9263.112428513603
51.0,28,-0.012195402286197532,15805.290434612245
51.0,30,-0.017405264732179737,22530.571474992845
51.0,32,-0.022816537882490495,29428.57440655119
51.0,34,-0.028459250013862736,36478.591046435045
51.0,36,-0.03438051861611657,43668.614527402504
51.0,38,-0.040641622259304344,50986.84479140139
51.0,40,-0.0473199140722349,58417.71419839233
51.0,42,-0.05452642388328455,65949.36717539867
51.0,44,-0.06244452083846974,73587.72814932582
51.0,46,-0.07131009007145261,81311.6919709739
51.0,48,-0.0815137750293563,89103.8315126145
51.0,50,-0.09376218090938604,96948.34544860203
51.0,52,-0.10960295030054146,104847.64487906717
51.0,54,-0.13346171309429644,112803.52269238338
51.0,56,-0.19886463108202224,120804.56897370255
51.0,58,,128848.12306577223
51.0,60,,136931.1275549874
51.0,62,,145058.0436137
51.0,64,,153222.0205526731
51.0,66,,161413.9097573753
51.0,68,,169633.77177727225
51.0,70,,177883.24700671848
51.0,72,,186158.18099147032
51.0,74,,194462.5223242077
51.0,76,,202799.6870423057
51.0,78,,211164.84106631327
51.0,80,,219554.11468461363
51.0,82,,227966.80984953284
51.0,84,,236402.11622797925
51.0,86,,244859.1347041278
51.0,88,,253335.6371748207
51.0,90,,261828.33111794066
51.0,92,,270338.1493835404
51.0,94,,278865.7267888844
51.0,96,,287411.90196250693
51.0,98,,295973.95379814756
51.0,100,,304550.3373103483
51.0,102,,313141.04952117056
51.0,104,,321742.58647964906
51.0,106,,330355.0692697261
51.0,108,,338977.7566209648
51.0,110,,347610.1894540418
51.0,112,,356252.5548309064
51.0,114,,364905.0316789101
51.0,116,,373566.4824100303
51.0,118,,382236.8204040573
51.0,120,,390916.66974839
51.0,122,,399604.11463019747
51.0,124,,408298.0007306697
51.0,126,,416998.5567648073
51.0,128,,425705.67413424497
51.0,130,,434419.74782015313
51.0,132,,443139.1472824012
51.0,134,,451863.96328611375
51.0,136,,460594.54458265426
51.0,138,,469328.79832072527
51.0,140,,478066.6026106698
51.0,142,,486808.63264514814
51.0,144,,495556.1933293608
51.0,146,,504307.91828145395
51.0,148,,513063.8300732855
51.0,150,,521822.58416214376
51.0,152,,530584.8390146147
51.0,154,,539350.5760730073
51.0,156,,548121.0636106061
51.0,158,,556895.327272751
51.0,160,,565672.9904704286
51.0,162,,574453.886117871
51.0,164,,583236.9806728303
51.0,166,,592021.7741504348
51.0,168,,600807.9535277484
51.0,170,,609595.2739037753
51.0,172,,618384.5430689589
51.0,174,,627176.7295071019
51.0,176,,635970.9222068894
51.0,178,,644767.7159193078
51.0,180,,653566.9482790629
51.0,182,,662369.2611712626
51.0,184,,671174.437371023
51.0,186,,679981.49539351
51.0,188,,688790.9039845242
51.0,190,,697603.2850430711
51.0,192,,706418.4800516979
51.0,194,,715236.946044288
51.0,196,,724057.9183880105
51.0,198,,732880.8955924583
51.0,200,,741705.7415899923
52.0,0,0.050202774342100076,-54495.20840383689
52.0,2,0.04567927667472138,-50831.10381618578
52.0,4,0.04129738876734579,-47033.05211018475
52.0,6,0.03708018341871444,-43160.987306192816
52.0,8,0.03293885706026001,-39124.20445398655
52.0,10,0.028760274489463278,-34792.91278934251
52.0,12,0.024529747763735177,-30166.706561823645
52.0,14,0.02022541462034999,-25236.500016082842
52.0,16,0.01583731098509733,-20010.988452397505
52.0,18,0.01135296887434234,-14497.728066327458
52.0,20,0.006774956316986103,-8726.9743745175
52.0,22,0.002111615696252178,-2738.6014928826335
52.0,24,-0.0026487051257091387,3452.072505198448
52.0,26,-0.007516282998989654,9825.238301050835
52.0,28,-0.012511811516520033,16371.014358628097
52.0,30,-0.017673224824291567,23095.3937908358
52.0,32,-0.023035352087904304,29992.65148848127
52.0,34,-0.028622696343935106,37036.91322305805
52.0,36,-0.03448821497551369,44224.10809277343
52.0,38,-0.04069175612019171,51542.12793580511
52.0,40,-0.04730072436458155,58967.87302545916
52.0,42,-0.054427915092320034,66494.77028743748
52.0,44,-0.0622439238135033,74123.49025023001
52.0,46,-0.07098343085274228,81840.10082765052
52.0,48,-0.0810188892094843,89626.8147694252
52.0,50,-0.09300380977428147,97461.55161240546
52.0,52,-0.10835818506693806,105345.25184150125
52.0,54,-0.13099514688485348,113281.63326616032
52.0,56,-0.18492610361697515,121264.98856551478
52.0,58,,129296.02266199859
52.0,60,,137373.00960182992
52.0,62,,145493.33117891746
52.0,64,,153648.8262459825
52.0,66,,161835.02976374235
52.0,68,,170048.50629272815
52.0,70,,178290.7146315894
52.0,72,,186558.6514736993
52.0,74,,194854.87919132662
52.0,76,,203186.54885281168
52.0,78,,211546.1458694379
52.0,80,,219930.08618786297
52.0,82,,228340.33551758158
52.0,84,,236773.33024666997
52.0,86,,245225.3457195932
52.0,88,,253697.2065883808
52.0,90,,262186.71273266757
52.0,92,,270693.8019057041
52.0,94,,279219.60606629716
52.0,96,,287762.87653451174
52.0,98,,296318.85425306234
52.0,100,,304888.97835683957
52.0,102,,313474.23670279386
52.0,104,,322071.67409456917
52.0,106,,330680.3665161558
52.0,108,,339300.32901953114
52.0,110,,347929.08271612803
52.0,112,,356565.50858811574
52.0,114,,365211.6962963817
52.0,116,,373869.4667144836
52.0,118,,382538.5858459477
52.0,120,,391216.82717768237
52.0,122,,399901.11354490276
52.0,124,,408591.11439380946
52.0,126,,417286.45732133515
52.0,128,,425988.4351573592
52.0,130,,434698.407194223
52.0,132,,443416.73261099606
52.0,134,,452140.40111355035
52.0,136,,460867.0784222764
52.0,138,,469597.16332034924
52.0,140,,478332.08277293114
52.0,142,,487072.36194445577
52.0,144,,495817.2968831528
52.0,146,,504567.03912985284
52.0,148,,513320.55407683155
52.0,150,,522077.6701832141
52.0,152,,530838.610868474
52.0,154,,539603.1002973077
52.0,156,,548371.2371824596
52.0,158,,557143.2351899581
52.0,160,,565918.1432140019
52.0,162,,574695.6752166067
52.0,164,,583476.3126760634
52.0,166,,592259.3332070296
52.0,168,,601044.9272195844
52.0,170,,609833.5126901813
52.0,172,,618625.4930158439
52.0,174,,627420.5861698315
52.0,176,,636217.8161366096
52.0,178,,645017.1166271378
52.0,180,,653818.8431934465
52.0,182,,662622.9394544462
52.0,184,,671428.6580282022
52.0,186,,680236.6960310976
52.0,188,,689046.762939074
52.0,190,,697858.9440207747
52.0,192,,706675.1491676456
52.0,194,,715495.633593322
52.0,196,,724319.6223994415
52.0,198,,733145.4281949901
52.0,200,,741972.5599739922
53.0,0,0.04896791371477871,-53861.32818617548
53.0,2,0.044540744157420376,-50197.91656621955
53.0,4,0.04024957271664453,-46405.32217993415
53.0,6,0.036116860001579765,-42541.65212499214
53.0,8,0.03205431416888671,-38514.54300030671
53.0,10,0.027946091912432802,-34188.13346675736
53.0,12,0.023784133766019178,-29570.046656409133
53.0,14,0.01954533557377136,-24648.593557938773
53.0,16,0.01521495485339086,-19425.227939592085
53.0,18,0.010785441024647291,-13913.579232725671
53.0,20,0.006257833044298611,-8141.427436237151
53.0,22,0.0016408461525079243,-2148.9010856275636
53.0,24,-0.0030703699719715205,4040.232172897595
53.0,26,-0.007890091987114656,10412.060708988538
53.0,28,-0.012841277578409471,16960.098974305365
53.0,30,-0.017958015305120534,23686.190790913737
53.0,32,-0.023276396868485705,30586.84617839114
53.0,34,-0.02882070845848339,37636.43307778058
53.0,36,-0.03463299645410711,44820.22064857738
53.0,38,-0.04078049301764586,52136.00451824709
53.0,40,-0.04732683587512243,59558.750638067744
53.0,42,-0.054377319649952516,67078.29606487081
53.0,44,-0.062108357539955916,74704.5944542438
53.0,46,-0.07073980484601072,82417.95212753535
53.0,48,-0.08061778942367848,90194.76534597471
53.0,50,-0.09237071260363516,98020.31929649445
53.0,52,-0.10733023504606853,105897.58768321208
53.0,54,-0.1290211189246746,113824.93296359907
53.0,56,-0.17628839222331594,121792.27795635344
53.0,58,,129804.76377602833
53.0,60,,137868.1816729181
53.0,62,,145977.80345486643
53.0,64,,154126.73120555852
53.0,66,,162307.74025051607
53.0,68,,170515.96965881393
53.0,70,,178752.74213205226
53.0,72,,187014.2702399178
53.0,74,,195305.91076688262
53.0,76,,203631.03080282168
53.0,78,,211984.36719697376
53.0,80,,220364.28541275806
53.0,82,,228771.0723623025
53.0,84,,237201.16851701392
53.0,86,,245649.67157928855
53.0,88,,254116.30680748698
53.0,90,,262600.77267473
53.0,92,,271103.5456286661
53.0,94,,279625.8827140161
53.0,96,,288165.6246345731
53.0,98,,296718.8440118376
53.0,100,,305286.0072505278
53.0,102,,313865.9240847907
53.0,104,,322457.8596951546
53.0,106,,331061.92067176575
53.0,108,,339676.7987613591
53.0,110,,348301.34196210816
53.0,112,,356936.4330864859
53.0,114,,365582.22378935874
53.0,116,,374236.89647303964
53.0,118,,382898.90773821174
53.0,120,,391568.96723618795
53.0,122,,400245.9276239577
53.0,124,,408929.0177139032
53.0,126,,417618.8756913373
53.0,128,,426317.73200118006
53.0,130,,435025.12173455075
53.0,132,,443737.4005006462
53.0,134,,452454.63422819873
53.0,136,,461177.6193962592
53.0,138,,469906.881734127
53.0,140,,478641.2486290529
53.0,142,,487380.27664967824
53.0,144,,496123.74980757944
53.0,146,,504872.3351271241
53.0,148,,513626.36991771165
53.0,150,,522383.992571152
53.0,152,,531144.3799483163
53.0,154,,539907.6698075426
53.0,156,,548674.404482702
53.0,158,,557443.3817484309
53.0,160,,566214.5474404906
53.0,162,,574989.5649042865
53.0,164,,583768.1224212579
53.0,166,,592549.9551649839
53.0,168,,601335.7709533308
53.0,170,,610125.5074147687
53.0,172,,618917.7836999623
53.0,174,,627713.0896969087
53.0,176,,636511.460459804
53.0,178,,645313.6439864069
53.0,180,,654118.6639293054
53.0,182,,662925.7331715887
53.0,184,,671733.585229864
53.0,186,,680542.6449216149
53.0,188,,689353.699061083
53.0,190,,698168.2141137033
53.0,192,,706986.8019354326
53.0,194,,715808.5919724447
53.0,196,,724632.4916444181
53.0,198,,733459.174347117
53.0,200,,742287.948095718
54.0,0,0.04774976847009138,-53204.56262019881
54.0,2,0.04341707820923291,-49544.38300953006
54.0,4,0.03921289765663083,-45756.728604062315
54.0,6,0.035162074588309444,-41901.870309384394
54.0,8,0.03117524590675469,-37883.76305075096
54.0,10,0.02713732947402092,-33565.23265460984
54.0,12,0.023039457502651794,-28951.94457984654
54.0,14,0.018862392290186714,-24036.622493912313
54.0,16,0.014589717931444701,-18817.7010478632
54.0,18,0.010210613337361174,-13303.790546151213
54.0,20,0.005732203864474261,-7530.634487984651
54.0,22,0.0011622311683414654,-1536.7201545573553
54.0,24,-0.0035045420934268767,4655.097648223367
54.0,26,-0.008277776080744093,11025.426423827375
54.0,28,-0.013186292091632135,17575.946240508725
54.0,30,-0.018260546045882897,24304.46792640625
54.0,32,-0.023537121785072168,31208.76135634786
54.0,34,-0.029038868097835402,38262.08404024188
54.0,36,-0.0348073507920571,45450.005287592496
54.0,38,-0.04090082244114379,52762.5351477232
54.0,40,-0.04738649034468667,60180.727792704594
54.0,42,-0.05437452372404061,67701.05500632376
54.0,44,-0.06202741873941098,75324.84595173305
54.0,46,-0.07055539062882388,83031.5796511547
54.0,48,-0.0802987065018006,90803.53026886156
54.0,50,-0.09184960963859556,98622.02955807855
54.0,52,-0.10646306592308541,106491.73089011823
54.0,54,-0.12736820265739301,114411.78564313508
54.0,56,-0.1701512043752469,122369.55871182871
54.0,58,,130370.31807279936
54.0,60,,138421.99654015305
54.0,62,,146522.7196312679
54.0,64,,154661.7064888706
54.0,66,,162830.5174877728
54.0,68,,171031.91450107473
54.0,70,,179265.04559269454
54.0,72,,187525.33672330008
54.0,74,,195814.17605412146
54.0,76,,204133.5103141787
54.0,78,,212480.63330040852
54.0,80,,220855.73398778145
54.0,82,,229257.0870224653
54.0,84,,237680.7960868146
54.0,86,,246124.06159188916
54.0,88,,254587.76512068443
54.0,90,,263069.5755561854
54.0,92,,271570.0846603054
54.0,94,,280089.5555216813
54.0,96,,288624.2840181596
54.0,98,,297172.5581865003
54.0,100,,305735.4983956887
54.0,102,,314311.36513692106
54.0,104,,322898.87226940785
54.0,106,,331497.65296205005
54.0,108,,340108.67903561506
54.0,110,,348730.56408213754
54.0,112,,357362.4857357441
54.0,114,,366002.09662310826
54.0,116,,374649.91760449373
54.0,118,,383307.5263135655
54.0,120,,391973.1570642953
54.0,122,,400645.60995262704
54.0,124,,409325.3820615062
54.0,126,,418013.23143536795
54.0,128,,426708.2952507553
54.0,130,,435409.12457702105
54.0,132,,444116.0237796126
54.0,134,,452829.8099702605
54.0,136,,461549.50953574583
54.0,138,,470276.1990990022
54.0,140,,479008.7904065606
54.0,142,,487748.08401268406
54.0,144,,496493.8587238908
54.0,146,,505244.5018126723
54.0,148,,513997.62272141816
54.0,150,,522752.8679118054
54.0,152,,531510.4403525812
54.0,154,,540271.0143782396
54.0,156,,549035.203112245
54.0,158,,557803.0474588291
54.0,160,,566575.281608554
54.0,162,,575352.4880214613
54.0,164,,584133.6677688471
54.0,166,,592918.6399320848
54.0,168,,601705.2688660946
54.0,170,,610493.5140612737
54.0,172,,619284.3635993977
54.0,174,,628078.8216668674
54.0,176,,636877.3678849232
54.0,178,,645680.6883556606
54.0,180,,654486.7757957602
54.0,182,,663294.9636876981
54.0,184,,672104.1030335763
54.0,186,,680915.51734418
54.0,188,,689729.3866352222
54.0,190,,698546.2471590998
54.0,192,,707366.6917122533
54.0,194,,716190.3300483376
54.0,196,,725016.4845546184
54.0,198,,733844.2709109763
54.0,200,,742673.4541204892
55.0,0,0.04655042445908997,-52528.96513771329
55.0,2,0.042307748094438935,-48870.934609899
55.0,4,0.03818780758501794,-45088.770387140146
55.0,6,0.03421568951190124,-41242.17785368758
55.0,8,0.030302117978390664,-37233.050292072025
55.0,10,0.026332410724015487,-32922.51547149489
55.0,12,0.02229849567447517,-28316.539699969893
55.0,14,0.018175964049195636,-23399.843289633864
55.0,16,0.013958621293131968,-18184.373726607606
55.0,18,0.009630799321637129,-12671.464591730408
55.0,20,0.00519963706563642,-6896.597960593477
55.0,22,0.0006755240598770307,-901.6058097082278
55.0,24,-0.003946136348797702,5290.249456095364
55.0,26,-0.008677733957599965,11663.587799429799
55.0,28,-0.01354407288943571,18215.43510274138
55.0,30,-0.01858113393388705,24951.02264779465
55.0,32,-0.023818296267969608,31859.752548691904
55.0,34,-0.029279757205425083,38917.20491956138
55.0,36,-0.0350035874169482,46106.03819651125
55.0,38,-0.041047481147631126,53417.23853826345
55.0,40,-0.04747702627171824,60832.13668404069
55.0,42,-0.05440624043246889,68352.93668139286
55.0,44,-0.061991186280745514,75977.97155119941
55.0,46,-0.07042902729075728,83681.62184757681
55.0,48,-0.08004820219038133,91447.41571612956
55.0,50,-0.09141101377607119,99255.74230852009
55.0,52,-0.10570802167187676,107114.79965954476
55.0,54,-0.12590771227774267,115022.12249513873
55.0,56,-0.16532147470461311,122974.25668283261
55.0,58,,130971.24045260707
55.0,60,,139015.15961901553
55.0,62,,147104.64400730075
55.0,64,,155234.33603900796
55.0,66,,163397.31388250674
55.0,68,,171588.71393550365
55.0,70,,179812.72855890144
55.0,72,,188066.8573583977
55.0,74,,196352.10164683458
55.0,76,,204668.5202569653
55.0,78,,213011.98606297022
55.0,80,,221382.65146998048
55.0,82,,229778.37208052143
55.0,84,,238196.26185388348
55.0,86,,246636.3517528509
55.0,88,,255097.40643897912
55.0,90,,263575.9996745564
55.0,92,,272071.80295916466
55.0,94,,280586.09478118335
55.0,96,,289116.65854717593
55.0,98,,297662.2666343458
55.0,100,,306222.66330612457
55.0,102,,314794.175038124
55.0,104,,323376.5649687436
55.0,106,,331971.76002127834
55.0,108,,340579.9483251261
55.0,110,,349196.32982056687
55.0,112,,357820.2021633218
55.0,114,,366453.60120290174
55.0,116,,375097.2479148478
55.0,118,,383750.66202441684
55.0,120,,392412.64821611217
55.0,122,,401082.12798728247
55.0,124,,409759.09206695354
55.0,126,,418443.90523120714
55.0,128,,427135.83314735955
55.0,130,,435834.23582514917
55.0,132,,444539.8508251277
55.0,134,,453251.22273460083
55.0,136,,461968.23452366615
55.0,138,,470692.3113404409
55.0,140,,479424.0528057902
55.0,142,,488162.50384211144
55.0,144,,496905.7049695955
55.0,146,,505651.8688699508
55.0,148,,514400.9733780456
55.0,150,,523152.96595240047
55.0,152,,531909.3443537642
55.0,154,,540671.2011328228
55.0,156,,549438.2661741881
55.0,158,,558209.4552538461
55.0,160,,566984.963660876
55.0,162,,575764.3865269512
55.0,164,,584545.6142715276
55.0,166,,593328.7070640904
55.0,168,,602113.7860195583
55.0,170,,610901.3426932737
55.0,172,,619693.205555961
55.0,174,,628489.536678155
55.0,176,,637288.7437153992
55.0,178,,646091.2491445326
55.0,180,,654896.5103921248
55.0,182,,663703.1087206984
55.0,184,,672512.5402310827
55.0,186,,681325.2974527103
55.0,188,,690142.1000144463
55.0,190,,698962.9465179682
55.0,192,,707787.2019753269
55.0,194,,716613.1441602447
55.0,196,,725440.2985316112
55.0,198,,734267.9805488292
55.0,200,,743097.0779591389
56.0,0,0.045369885698385515,-51835.91903919692
56.0,2,0.04121340564758191,-48179.5435172127
56.0,4,0.03717306403814358,-44400.66427922644
56.0,6,0.033276506094990665,-40561.633786818835
56.0,8,0.029432958578827773,-36560.223974435205
56.0,10,0.02552966072963203,-32258.071637771354
56.0,12,0.021555412093326343,-27656.04076075799
56.0,14,0.01748832032333225,-22741.533283495373
56.0,16,0.013321617331686797,-17525.178727345163
56.0,18,0.009043395828740364,-12013.003875183407
56.0,20,0.0046575935699297855,-6235.771441884361
56.0,22,0.0001784989878872434,-240.43724553318316
56.0,24,-0.004399119441923505,5951.050742166895
56.0,26,-0.009088266201659256,12324.598256338235
56.0,28,-0.013916262140070357,18880.901018314842
56.0,30,-0.018916611667179062,25622.396668886337
56.0,32,-0.02412001731878255,32540.385255369474
56.0,34,-0.029541690614151683,39600.40844842347
56.0,36,-0.03522103980413127,46788.08857091095
56.0,38,-0.04121799151034089,54098.21790056837
56.0,40,-0.0475967896459365,61512.12056143125
56.0,42,-0.054469513787416046,69032.17910148719
56.0,44,-0.061984682715376827,76653.43853906234
56.0,46,-0.07034325218709692,84357.51969324281
56.0,48,-0.07985410774037249,92120.9091947773
56.0,50,-0.09105634264112095,99924.06754326972
56.0,52,-0.10507355561880227,107772.58608601819
56.0,54,-0.12465996239006316,115665.6224194435
56.0,56,-0.16142111547078952,123606.80983220633
56.0,58,,131600.06215081044
56.0,60,,139642.6535174704
56.0,62,,147727.8221343166
56.0,64,,155846.63886231833
56.0,66,,163998.21599634117
56.0,68,,172184.93925691157
56.0,70,,180405.41115109998
56.0,72,,188653.21008904048
56.0,74,,196931.70578172756
56.0,76,,205242.58787969552
56.0,78,,213581.96504953515
56.0,80,,221948.23882276943
56.0,82,,230340.04235949417
56.0,84,,238754.63285792823
56.0,86,,247192.5551028016
56.0,88,,255652.20411543848
56.0,90,,264127.7383527864
56.0,92,,272619.89406425145
56.0,94,,281129.8468755844
56.0,96,,289655.04832256713
56.0,98,,298195.6925131941
56.0,100,,306750.5853677913
56.0,102,,315317.452873936
56.0,104,,323896.9607832656
56.0,106,,332488.8389750711
56.0,108,,341089.9945860891
56.0,110,,349698.65316469443
56.0,112,,358315.5126107664
56.0,114,,366944.05423018726
56.0,116,,375584.05397941556
56.0,118,,384234.4542686616
56.0,120,,392892.85031778214
56.0,122,,401557.81621092214
56.0,124,,410231.07305331103
56.0,126,,418912.3190530168
56.0,128,,427601.9412689578
56.0,130,,436299.2263617842
56.0,132,,445003.7597261968
56.0,134,,453713.6027286451
56.0,136,,462430.51117285184
56.0,138,,471153.86100935965
56.0,140,,479882.1548272265
56.0,142,,488614.63546732336
56.0,144,,497352.6274593583
56.0,146,,506095.6523015665
56.0,148,,514843.4041278723
56.0,150,,523595.8722626434
56.0,152,,532353.9566731385
56.0,154,,541117.2964453028
56.0,156,,549885.3459229886
56.0,158,,558657.2746814569
56.0,160,,567432.6438907131
56.0,162,,576211.1911458977
56.0,164,,584992.8659018872
56.0,166,,593776.3906847157
56.0,168,,602562.0002400987
56.0,170,,611351.3131119786
56.0,172,,620144.3364596956
