renewable_fraction,self_consumption_rate,total_grid_emissions,total_grid_import,total_pv_export,battery_cycles,final_degradation_pct
0.30083312728601497,0.5889581357321889,745486.9307134803,920354.2354487411,276376.6655952488,9235.720958593723,25.282790566840387
