Generation,Best_IRR,Best_NPV,Battery_IRR,Battery_NPV,PV_IRR,PV_NPV,Time_Elapsed
1,13.698212914168156,40704.77853306837,4.522728891053807,19.967378215835975,32.53303307632643,51.42344384136116,47.34672403335571
2,13.83318657391665,40704.77853306837,3.428340956037369,19.967378215835975,31.960501518652258,51.42344384136116,96.60569214820862
3,13.867125582315992,40704.77853306837,5.585043149457626,19.967378215835975,20.585750753348183,51.42344384136116,143.96995401382446
4,14.090165034651731,40707.856334914744,4.244033034093993,19.908874139874374,17.57479396917998,51.442029599669596,188.98341488838196
5,14.282399855351535,40715.450255143216,3.389646831838651,19.87412547764979,19.628804542436573,51.130033321166984,234.48496103286743
6,14.291248132230388,40738.07852565561,3.3484852143269306,19.26085917200516,19.62701642839877,51.442029599669596,280.4899010658264
7,14.31414062672563,40754.99862647186,3.1930996845064183,19.058182176452743,20.367344946023245,50.72805777606891,325.2654640674591
8,14.31414062672563,40754.99862647186,3.1930996845064183,19.058182176452743,20.367344946023245,50.72805777606891,371.2919211387634
9,14.544726119026913,40754.99862647186,2.3847460721967435,19.058182176452743,17.43747147804567,50.72805777606891,417.1556918621063
10,14.559932803254075,40754.99862647186,2.328652941925981,19.058182176452743,17.43747147804567,50.72805777606891,464.5409209728241
11,14.559932803254075,40754.99862647186,2.328652941925981,19.058182176452743,17.43747147804567,50.72805777606891,510.9274380207062
12,14.836721617223706,40754.99862647186,1.0246392292373416,19.058182176452743,19.9079376509056,50.72805777606891,557.4963130950928
13,15.292175765679211,40754.99862647186,0.42273373145224374,19.058182176452743,12.92553457740527,50.72805777606891,602.8852891921997
14,15.292175765679211,40754.99862647186,0.42273373145224374,19.058182176452743,12.92553457740527,50.72805777606891,649.64395403862
15,15.294499707300613,40754.99862647186,0.42273373145224374,19.058182176452743,11.972172833043249,50.72805777606891,695.0972909927368
16,15.294499707300613,40756.17184304073,0.42273373145224374,19.058182176452743,11.972172833043249,50.581398543674226,741.3967730998993
17,15.35491597013931,40756.17184304073,0.25544576062543506,19.058182176452743,13.639552069604678,50.581398543674226,788.2890510559082
18,15.467147138476495,40767.451969196496,0.007350205559404854,17.788147430907753,13.639552069604678,50.543567457296334,833.0390939712524
19,15.46905000252755,40767.451969196496,0.007350205559404854,17.788147430907753,13.588787130573092,50.543567457296334,877.2114520072937
20,15.46905000252755,40767.451969196496,0.007350205559404854,17.788147430907753,13.588787130573092,50.543567457296334,921.6433370113373
21,15.46905000252755,40767.451969196496,0.007350205559404854,17.788147430907753,13.588787130573092,50.543567457296334,966.095034122467
22,15.46905000252755,40767.451969196496,0.007350205559404854,17.788147430907753,13.588787130573092,50.543567457296334,1010.3790199756622
23,15.46905000252755,40767.451969196496,0.007350205559404854,17.788147430907753,13.588787130573092,50.543567457296334,1056.1545372009277
24,15.479377734900051,40767.451969196496,0.007350205559404854,17.788147430907753,13.293731342834732,50.543567457296334,1100.2390649318695
25,15.490567612588224,40767.451969196496,0.004891885135612173,17.788147430907753,12.97545162895251,50.543567457296334,1146.0706729888916
26,15.49161567388007,40768.872323978714,0.002737383065229736,18.01476373447863,12.97545162895251,50.543567457296334,1189.919911146164
27,15.511111256858626,40768.872323978714,0.012580882001052956,18.01476373447863,11.25656992855415,50.543567457296334,1235.9356849193573
28,15.518441390673482,40768.890625850654,3.353113483824284e-05,18.022521000571626,11.405214196028421,50.543567457296334,1281.4985220432281
29,15.518441390673482,40768.890625850654,3.353113483824284e-05,18.022521000571626,11.405214196028421,50.543567457296334,1326.1924068927765
30,15.518454759099178,40768.890625850654,9.792248348365964e-06,18.022521000571626,11.405214196028421,50.543567457296334,1370.0797641277313
