total_pv_capacity_kw,additional_pv_capacity_kw,battery_capacity_kwh,irr,npv,renewable_fraction,self_consumption_rate,grid_emissions,battery_cycles,battery_degradation
59.22620151800759,49.22620151800759,18.227009248887356,0.11391282610218698,40621.101221280514,0.6156432979983296,0.3320769083568322,399701.4484072887,9341.170985239596,25.282790566840387
