renewable_fraction,self_consumption_rate,total_grid_emissions,total_grid_import,total_pv_export,battery_cycles,final_degradation_pct
0.276080688952078,0.6260110417397687,752820.4806862024,952937.3173243068,217113.56620102286,9204.512542263781,25.282790566840376
