Generation,Best_IRR,Best_NPV,Battery_IRR,Battery_NPV,PV_IRR,PV_NPV,Time_Elapsed
1,14.783788199614934,40558.244202371425,2.541912674409519,19.967378215835975,10.789142699330444,51.42344384136116,77.3184552192688
2,14.849240134960853,40558.244202371425,0.7749254116253268,19.967378215835975,25.922651908683267,51.42344384136116,156.25399923324585
3,15.574864265233368,40561.187505843445,0.3362524050347133,19.967378215835975,18.34045098534338,51.26628351765422,235.6028652191162
4,15.574864265233368,40561.187505843445,0.3362524050347133,19.967378215835975,18.34045098534338,51.26628351765422,316.5008111000061
5,15.88190524553115,40586.1187560445,0.6541963987783328,19.67852164110991,10.536495134246323,50.60536254328734,394.2599141597748
6,16.15715604124545,40586.1187560445,0.2799328746304579,19.67852164110991,9.921196119242111,50.60536254328734,474.0303432941437
7,16.15715604124545,40586.1187560445,0.2799328746304579,19.67852164110991,9.921196119242111,50.60536254328734,554.3728382587433
8,16.298910855527645,40586.1187560445,0.10249413344605873,19.67852164110991,9.921196119242111,50.60536254328734,634.2341241836548
9,16.298910855527645,40586.1187560445,0.10249413344605873,19.67852164110991,9.921196119242111,50.60536254328734,712.0104441642761
10,16.306662180747455,40586.1187560445,0.08945286564984678,19.67852164110991,10.034271276575323,50.60536254328734,791.4808292388916
11,16.34419290844064,40593.38016116006,0.054927250461449084,19.12464114183587,8.975766906036844,48.25280231587302,870.0276610851288
12,16.34419290844064,40602.71498463919,0.054927250461449084,18.681537708065118,8.975766906036844,51.56410385803817,949.4687752723694
13,16.34419290844064,40602.71498463919,0.054927250461449084,18.681537708065118,8.975766906036844,51.56410385803817,1027.9212021827698
14,16.392769682074807,40602.71498463919,0.0028095200096667876,18.681537708065118,9.052016310399312,51.56410385803817,1106.9795682430267
15,16.392769682074807,40602.71498463919,0.0028095200096667876,18.681537708065118,9.052016310399312,51.56410385803817,1185.8933310508728
16,16.392769682074807,40602.71498463919,0.0028095200096667876,18.681537708065118,9.052016310399312,51.56410385803817,1268.5504672527313
17,16.392769682074807,40617.35370614729,0.0028095200096667876,18.681537708065118,9.052016310399312,49.18928787457962,1348.5608792304993
18,16.392769682074807,40617.35370614729,0.0028095200096667876,18.681537708065118,9.052016310399312,49.18928787457962,1427.8855302333832
19,16.392769682074807,40617.35370614729,0.0028095200096667876,18.681537708065118,9.052016310399312,49.18928787457962,1508.111183166504
20,16.392769682074807,40617.65527612362,0.0028095200096667876,18.681537708065118,9.052016310399312,49.22620151800759,1585.1588642597198
21,16.392769682074807,40619.22834964857,0.0028095200096667876,17.83831870709878,9.052016310399312,49.22620151800759,1662.9945471286774
22,16.394947244447177,40619.22834964857,0.00043611618352763434,17.83831870709878,9.052016310399312,49.22620151800759,1742.8043630123138
23,16.394947244447177,40619.22834964857,0.00043611618352763434,17.83831870709878,9.052016310399312,49.22620151800759,1821.4564092159271
24,16.394947244447177,40619.22834964857,0.00043611618352763434,17.83831870709878,9.052016310399312,49.22620151800759,1900.7666323184967
25,16.394947244447177,40619.22834964857,0.00043611618352763434,17.83831870709878,9.052016310399312,49.22620151800759,1980.6827483177185
26,16.394947244447177,40619.22834964857,0.00043611618352763434,17.83831870709878,9.052016310399312,49.22620151800759,2059.415514230728
27,16.394947244447177,40621.101221280514,0.00043611618352763434,18.227009248887356,9.052016310399312,49.22620151800759,2137.166177034378
28,16.394947244447177,40621.101221280514,0.00043611618352763434,18.227009248887356,9.052016310399312,49.22620151800759,2215.7876460552216
29,16.394947244447177,40621.101221280514,0.00043611618352763434,18.227009248887356,9.052016310399312,49.22620151800759,2293.9877121448517
30,16.394947244447177,40621.101221280514,0.00043611618352763434,18.227009248887356,9.052016310399312,49.22620151800759,2371.2351002693176
31,16.394947244447177,40621.101221280514,0.00043611618352763434,18.227009248887356,9.052016310399312,49.22620151800759,2450.0879571437836
32,16.39533597474977,40621.101221280514,1.2565211085215848e-05,18.227009248887356,9.052016310399312,49.22620151800759,2522.592583179474
33,16.39553658575598,40621.101221280514,7.649562341607234e-06,18.227009248887356,9.169349916180554,49.22620151800759,2598.304543018341
34,16.39553658575598,40621.101221280514,7.649562341607234e-06,18.227009248887356,9.169349916180554,49.22620151800759,2670.4613580703735
35,16.39553658575598,40621.101221280514,7.649562341607234e-06,18.227009248887356,9.169349916180554,49.22620151800759,2743.204460144043
36,16.39553658575598,40621.101221280514,7.649562341607234e-06,18.227009248887356,9.169349916180554,49.22620151800759,2815.8424751758575
37,16.39553659180939,40621.101221280514,7.642863711068086e-06,18.227009248887356,9.169349916180554,49.22620151800759,2889.179216146469
38,16.39553659180939,40621.101221280514,7.642863711068086e-06,18.227009248887356,9.169349916180554,49.22620151800759,2963.3483941555023
39,16.395540911004716,40621.101221280514,2.8633027307400287e-06,18.227009248887356,9.169349916180554,49.22620151800759,3037.4000282287598
40,16.395540911004716,40621.101221280514,2.8633027307400287e-06,18.227009248887356,9.169349916180554,49.22620151800759,3110.8165912628174
