Generation,Best_IRR,Best_NPV,Battery_IRR,Battery_NPV,PV_IRR,PV_NPV,Time_Elapsed
1,14.696943800237324,40019.34462231709,2.541912674409519,19.967378215835975,10.789142699330444,51.42344384136116,184.18658685684204
2,14.84160370451028,40163.425022900614,2.541912674409519,17.500978426529855,12.924579632064251,49.55387114701915,281.9449830055237
3,14.869882226994187,40217.55830091134,2.541912674409519,17.441877242210467,16.077868287947297,47.36718043028478,379.60000491142273
4,15.29326251094713,40217.55830091134,1.531703587041891,17.441877242210467,12.999405294096487,47.36718043028478,470.92629194259644
5,15.94476611167577,40235.37150839513,0.2796204995680993,18.45802107399505,12.924579632064251,47.096194755037786,560.511421918869
6,16.08386012199307,40235.37150839513,0.22847949009897306,18.45802107399505,9.923697083627395,47.096194755037786,649.0567927360535
7,16.208741517647873,40235.37150839513,0.07113935892716737,18.45802107399505,9.923697083627395,47.096194755037786,738.4672348499298
8,16.208741517647873,40235.37150839513,0.07113935892716737,18.45802107399505,9.923697083627395,47.096194755037786,826.6227688789368
9,16.208741517647873,40235.37150839513,0.07113935892716737,18.45802107399505,9.923697083627395,47.096194755037786,914.0647370815277
10,16.25121132695743,40235.37150839513,0.016050961224511648,18.45802107399505,9.074905931955527,47.096194755037786,1001.9005990028381
11,16.25121132695743,40235.37150839513,0.016050961224511648,18.45802107399505,9.074905931955527,47.096194755037786,1089.9189958572388
12,16.251827780854907,40235.37150839513,0.015655101334944185,18.45802107399505,9.086393236837571,47.096194755037786,1179.474096775055
13,16.251827780854907,40235.37150839513,0.015655101334944185,18.45802107399505,9.086393236837571,47.096194755037786,1268.9567608833313
14,16.251827780854907,40235.37150839513,0.015655101334944185,18.45802107399505,9.086393236837571,47.096194755037786,1359.0093266963959
15,16.26609404618297,40235.37150839513,0.0008063550028328259,18.45802107399505,9.891851383175633,47.096194755037786,2180.6689426898956
16,16.26609404618297,40235.37150839513,0.0008063550028328259,18.45802107399505,9.891851383175633,47.096194755037786,2272.3199758529663
17,16.266167657752316,40235.37150839513,0.000716030703315218,18.45802107399505,9.891851383175633,47.096194755037786,2360.553786754608
18,16.266715654593213,40235.37150839513,4.36758657321179e-05,18.45802107399505,9.891851383175633,47.096194755037786,2448.326020717621
19,16.26869536076001,40235.39741245477,4.36758657321179e-05,18.45802107399505,9.75280293931449,47.08022098753911,2537.19979596138
20,16.268698432047042,40235.39741245477,3.9974951412669046e-05,18.45802107399505,9.75280293931449,47.08022098753911,2625.081430912018
21,16.268698432047042,40235.39741245477,3.9974951412669046e-05,18.45802107399505,9.75280293931449,47.08022098753911,2713.1483838558197
22,16.268713487695813,40235.39741245477,2.1832875027050225e-05,18.45802107399505,9.75280293931449,47.08022098753911,2802.843769788742
23,16.268713487695813,40235.39741245477,2.1832875027050225e-05,18.45802107399505,9.75280293931449,47.08022098753911,2893.712751865387
24,16.268713487695813,40235.39741245477,2.1832875027050225e-05,18.45802107399505,9.75280293931449,47.08022098753911,2984.3975150585175
25,16.268713487695813,40235.39741245477,2.1832875027050225e-05,18.45802107399505,9.75280293931449,47.08022098753911,3126.508404970169
26,16.269968482372242,40235.39741245477,2.9520150636250132e-05,18.45802107399505,9.55929805434958,47.08022098753911,3215.665447950363
27,16.269968482372242,40235.39741245477,2.9520150636250132e-05,18.45802107399505,9.55929805434958,47.08022098753911,3304.487523794174
28,16.269968482372242,40235.39741245477,2.9520150636250132e-05,18.45802107399505,9.55929805434958,47.08022098753911,3392.197906970978
29,16.269968482372242,40235.39741245477,2.9520150636250132e-05,18.45802107399505,9.55929805434958,47.08022098753911,3481.386523962021
30,16.269968482372242,40235.39741245477,2.9520150636250132e-05,18.45802107399505,9.55929805434958,47.08022098753911,3569.4263339042664
31,16.269968482372242,40235.39741245477,2.9520150636250132e-05,18.45802107399505,9.55929805434958,47.08022098753911,3657.990558862686
32,16.269968482372242,40235.39741245477,2.9520150636250132e-05,18.45802107399505,9.55929805434958,47.08022098753911,3746.7063229084015
33,16.269968482372242,40235.39741245477,2.9520150636250132e-05,18.45802107399505,9.55929805434958,47.08022098753911,3836.5698878765106
34,16.269968482372242,40235.39741245477,2.9520150636250132e-05,18.45802107399505,9.55929805434958,47.08022098753911,3926.970820903778
35,16.269968482372242,40235.39741245477,2.9520150636250132e-05,18.45802107399505,9.55929805434958,47.08022098753911,4016.8718588352203
36,16.269968482372242,40235.39741245477,2.9520150636250132e-05,18.45802107399505,9.55929805434958,47.08022098753911,4106.5298228263855
37,16.269968482372242,40235.39741245477,2.9520150636250132e-05,18.45802107399505,9.55929805434958,47.08022098753911,4195.738316774368
38,16.269968482372242,40235.39741245477,2.9520150636250132e-05,18.45802107399505,9.55929805434958,47.08022098753911,4284.253955841064
39,16.269968482372242,40235.39741245477,2.9520150636250132e-05,18.45802107399505,9.55929805434958,47.08022098753911,4375.075026988983
40,16.269968482372242,40235.39741245477,2.9520150636250132e-05,18.45802107399505,9.55929805434958,47.08022098753911,4465.398562669754
