Date and Time,In_Supply,PV_Generation Actual,PV Simualted,Consumed,PV_Export
2024-01-01 00:30,2.611,0.00000,0,2.61100,0
2024-01-01 01:00,2.715,0.00000,0,2.71500,0
2024-01-01 01:30,1.884,0.00000,0,1.88400,0
2024-01-01 02:00,0,0.00000,0,0.00000,0
2024-01-01 02:30,0,0.00000,0,0.00000,0
2024-01-01 03:00,0,0.00000,0,0.00000,0
2024-01-01 03:30,0,0.00000,0,0.00000,0
2024-01-01 04:00,0,0.00000,0,0.00000,0
2024-01-01 04:30,0,0.00611,0.006167428,0.00611,0
2024-01-01 05:00,0,0.00065,0.012334856,0.00065,0
2024-01-01 05:30,0,0.04569,0.194428118,0.04569,0
2024-01-01 06:00,0,0.07568,0.37652138,0.07568,0
2024-01-01 06:30,0,0.25356,0.611095538,0.25356,0
2024-01-01 07:00,0,0.97180,0.845669697,0.97180,0
2024-01-01 07:30,0,0.85248,1.034883929,0.85248,0
2024-01-01 08:00,0.88,1.44817,1.224098161,2.32817,0
2024-01-01 08:30,1.169,1.62749,1.392023925,2.70849,0.088
2024-01-01 09:00,0.796,1.77464,1.559949689,2.37264,0.198
2024-01-01 09:30,1.138,1.87985,1.646023289,2.94085,0.077
2024-01-01 10:00,0.505,1.98680,1.732096889,2.22180,0.27
2024-01-01 10:30,1.694,2.00096,1.773657779,3.69196,0.003
2024-01-01 11:00,1.124,2.01739,1.81521867,3.13539,0.006
2024-01-01 11:30,1.862,2.02659,1.816085664,3.88859,0
2024-01-01 12:00,1.67,1.98443,1.816952658,3.65443,0
2024-01-01 12:30,3.439,1.89572,1.773833288,5.33472,0
2024-01-01 13:00,2.492,1.78809,1.730713918,4.28009,0
2024-01-01 13:30,3.193,1.67550,1.631786081,4.86850,0
2024-01-01 14:00,2.469,1.51592,1.532858245,3.98492,0
2024-01-01 14:30,3.058,1.32975,1.412531461,4.38775,0
2024-01-01 15:00,1.54,1.09856,1.292204678,2.62756,0.011
2024-01-01 15:30,3.411,0.85892,1.113218216,4.26992,0
2024-01-01 16:00,3.586,0.62218,0.934231754,4.20818,0
2024-01-01 16:30,5.122,0.38332,0.718882618,5.50532,0
2024-01-01 17:00,4.391,0.15317,0.503533483,4.54417,0
2024-01-01 17:30,6.294,0.05345,0.31400155,6.34745,0
2024-01-01 18:00,5.046,0.02836,0.124469617,5.07436,0
2024-01-01 18:30,4.83,0.00102,0.062234808,4.83102,0
2024-01-01 19:00,4.427,0.00000,0,4.42700,0
2024-01-01 19:30,3.883,0.00000,0,3.88300,0
2024-01-01 20:00,3.368,0.00000,0,3.36800,0
2024-01-01 20:30,2.561,0.00000,0,2.56100,0
2024-01-01 21:00,3.273,0.00000,0,3.27300,0
2024-01-01 21:30,2.674,0.00000,0,2.67400,0
2024-01-01 22:00,3.427,0.00000,0,3.42700,0
2024-01-01 22:30,2.416,0.00000,0,2.41600,0
2024-01-01 23:00,2.662,0.00000,0,2.66200,0
2024-01-01 23:30,2.635,0.00000,0,2.63500,0
2024-01-02 00:00,2.87,0.00000,0,2.87000,0
2024-01-02 00:30,2.75,0.00000,0,2.75000,0
2024-01-02 01:00,2.636,0.00000,0,2.63600,0
2024-01-02 01:30,2.62,0.00000,0,2.62000,0
2024-01-02 02:00,2.531,0.00000,0,2.53100,0
2024-01-02 02:30,2.392,0.00000,0,2.39200,0
2024-01-02 03:00,2.5,0.00000,0,2.50000,0
2024-01-02 03:30,2.328,0.00000,0,2.32800,0
2024-01-02 04:00,2.494,0.00000,0,2.49400,0
2024-01-02 04:30,2.303,0.00753,0.005249054,2.31053,0
2024-01-02 05:00,2.367,0.03944,0.010498108,2.40644,0
2024-01-02 05:30,2.265,0.06076,0.255187975,2.32576,0
2024-01-02 06:00,2.111,0.28270,0.499877842,2.39370,0
2024-01-02 06:30,2.926,0.80683,0.720883711,3.73283,0
2024-01-02 07:00,2.456,1.06222,0.941889581,3.51822,0
2024-01-02 07:30,1.138,1.28906,1.139715337,2.39606,0.031
2024-01-02 08:00,1.313,1.49926,1.337541094,2.73526,0.077
2024-01-02 08:30,1.192,1.67316,1.529953898,2.78816,0.077
2024-01-02 09:00,0.568,1.81229,1.722366703,2.32329,0.057
2024-01-02 09:30,2.123,1.88842,1.779204227,3.98242,0.029
2024-01-02 10:00,1.098,1.98024,1.836041751,2.95224,0.126
2024-01-02 10:30,1.054,2.05566,1.331459237,2.76366,0.346
2024-01-02 11:00,0.786,2.08473,0.826876722,2.70573,0.165
2024-01-02 11:30,1.229,2.05541,0.94829973,3.01441,0.27
2024-01-02 12:00,0.981,2.02043,1.069722738,2.83143,0.17
2024-01-02 12:30,1.605,1.95500,0.966318919,3.52100,0.039
2024-01-02 13:00,1.619,1.86065,0.862915101,3.42065,0.059
2024-01-02 13:30,1.595,1.73781,0.891874661,3.16181,0.171
2024-01-02 14:00,1.66,1.53640,0.920834221,3.12940,0.067
2024-01-02 14:30,0.78,1.34790,0.851828694,1.71690,0.411
2024-01-02 15:00,1.78,1.10413,0.782823167,2.88413,0
2024-01-02 15:30,1.835,0.86302,0.654351644,2.65102,0.047
2024-01-02 16:00,2.056,0.62661,0.525880121,2.67161,0.011
2024-01-02 16:30,2.926,0.38622,0.42210414,3.31222,0
2024-01-02 17:00,3.659,0.15513,0.318328159,3.81413,0
2024-01-02 17:30,3.158,0.03812,0.224878418,3.19612,0
2024-01-02 18:00,3.857,0.01985,0.131428676,3.87685,0
2024-01-02 18:30,4.317,0.00065,0.065714338,4.31765,0
2024-01-02 19:00,3.601,0.00000,0,3.60100,0
2024-01-02 19:30,2.987,0.00000,0,2.98700,0
2024-01-02 20:00,2.759,0.00000,0,2.75900,0
2024-01-02 20:30,2.5,0.00000,0,2.50000,0
2024-01-02 21:00,2.729,0.00000,0,2.72900,0
2024-01-02 21:30,2.335,0.00000,0,2.33500,0
2024-01-02 22:00,2.522,0.00000,0,2.52200,0
2024-01-02 22:30,2.256,0.00000,0,2.25600,0
2024-01-02 23:00,2.327,0.00000,0,2.32700,0
2024-01-02 23:30,2.088,0.00000,0,2.08800,0
2024-01-03 00:00,2.546,0.00000,0,2.54600,0
2024-01-03 00:30,2.374,0.00000,0,2.37400,0
2024-01-03 01:00,2.109,0.00000,0,2.10900,0
2024-01-03 01:30,1.835,0.00000,0,1.83500,0
2024-01-03 02:00,2.384,0.00000,0,2.38400,0
2024-01-03 02:30,1.798,0.00000,0,1.79800,0
2024-01-03 03:00,2.26,0.00000,0,2.26000,0
2024-01-03 03:30,1.65,0.00000,0,1.65000,0
2024-01-03 04:00,2.051,0.00000,0,2.05100,0
2024-01-03 04:30,1.843,0.00952,0.004201175,1.85252,0
2024-01-03 05:00,2.064,0.04614,0.00840235,2.11014,0
2024-01-03 05:30,1.51,0.06996,0.214929745,1.57996,0
2024-01-03 06:00,2.537,0.29285,0.421457141,2.82985,0
2024-01-03 06:30,2.059,0.76036,0.678956106,2.81936,0
2024-01-03 07:00,1.848,0.99543,0.93645507,2.82943,0.014
2024-01-03 07:30,1.351,1.20679,1.13612077,2.53379,0.024
2024-01-03 08:00,1.717,1.38773,1.33578647,3.10473,0
2024-01-03 08:30,1.618,1.52913,1.47754649,3.14713,0
2024-01-03 09:00,0.963,1.64595,1.619306509,2.31695,0.292
2024-01-03 09:30,0.765,1.74232,1.732400346,2.22932,0.278
2024-01-03 10:00,0.998,1.80861,1.845494182,2.55861,0.248
2024-01-03 10:30,2.532,1.84169,1.895242869,4.37369,0
2024-01-03 11:00,2.458,1.86096,1.944991556,4.31896,0
2024-01-03 11:30,1.508,1.85758,1.953734291,3.32458,0.041
2024-01-03 12:00,2.127,1.85709,1.962477026,3.98409,0
2024-01-03 12:30,2.368,1.85131,1.9076413,4.21031,0.009
2024-01-03 13:00,3.521,1.73142,1.852805573,5.25242,0
2024-01-03 13:30,2.382,1.59673,1.75099469,3.97873,0
2024-01-03 14:00,2.771,1.43083,1.649183808,4.20183,0
2024-01-03 14:30,3.273,1.22254,1.51911209,4.49554,0
2024-01-03 15:00,4.136,1.02597,1.389040373,5.16197,0
2024-01-03 15:30,5.477,0.82368,1.219186214,6.30068,0
2024-01-03 16:00,5.342,0.68430,1.049332055,6.02630,0
2024-01-03 16:30,4.787,0.42493,0.807856237,5.21193,0
2024-01-03 17:00,3.741,0.21553,0.566380418,3.95653,0
2024-01-03 17:30,5.35,0.05750,0.341000833,5.40750,0
2024-01-03 18:00,6.58,0.02534,0.115621248,6.60534,0
2024-01-03 18:30,6.013,0.00137,0.057810624,6.01437,0
2024-01-03 19:00,4.447,0.00000,0,4.44700,0
2024-01-03 19:30,3.815,0.00000,0,3.81500,0
2024-01-03 20:00,3.605,0.00000,0,3.60500,0
2024-01-03 20:30,3.12,0.00000,0,3.12000,0
2024-01-03 21:00,3.224,0.00000,0,3.22400,0
2024-01-03 21:30,2.874,0.00000,0,2.87400,0
2024-01-03 22:00,3.056,0.00000,0,3.05600,0
2024-01-03 22:30,2.872,0.00000,0,2.87200,0
2024-01-03 23:00,2.905,0.00000,0,2.90500,0
2024-01-03 23:30,2.523,0.00000,0,2.52300,0
2024-01-04 00:00,2.94,0.00000,0,2.94000,0
2024-01-04 00:30,2.77,0.00000,0,2.77000,0
2024-01-04 01:00,2.721,0.00000,0,2.72100,0
2024-01-04 01:30,2.471,0.00000,0,2.47100,0
2024-01-04 02:00,2.652,0.00000,0,2.65200,0
2024-01-04 02:30,2.215,0.00000,0,2.21500,0
2024-01-04 03:00,2.467,0.00000,0,2.46700,0
2024-01-04 03:30,2.432,0.00000,0,2.43200,0
2024-01-04 04:00,2.293,0.00001,0,2.29301,0
2024-01-04 04:30,1.991,0.00968,0.00291742,2.00068,0
2024-01-04 05:00,2.225,0.04335,0.005834839,2.26835,0
2024-01-04 05:30,1.942,0.06831,0.221683315,2.01031,0
2024-01-04 06:00,1.928,0.29759,0.43753179,2.22559,0
2024-01-04 06:30,2.217,0.73919,0.721350844,2.95619,0
2024-01-04 07:00,2.694,0.98063,1.005169897,3.67463,0
2024-01-04 07:30,2.42,1.14290,1.230065497,3.56290,0
2024-01-04 08:00,2.395,1.32659,1.454961098,3.72159,0
2024-01-04 08:30,2.674,1.47778,1.611463936,4.15178,0
2024-01-04 09:00,1.498,1.60400,1.767966775,3.06700,0.035
2024-01-04 09:30,0.724,1.69343,1.879523452,2.36043,0.057
2024-01-04 10:00,1.306,1.77036,1.99108013,3.03036,0.046
2024-01-04 10:30,1.205,1.81640,2.039444611,3.01040,0.011
2024-01-04 11:00,1.85,1.86813,2.087809092,3.70513,0.013
2024-01-04 11:30,2.388,1.82477,2.107834144,4.21277,0
2024-01-04 12:00,2.04,1.69299,2.127859196,3.72999,0.003
2024-01-04 12:30,2.308,1.54789,2.058957035,3.85589,0
2024-01-04 13:00,1.767,1.27525,1.990054874,3.04225,0
2024-01-04 13:30,2.838,1.23699,1.883341472,4.07499,0
2024-01-04 14:00,3.1,0.59778,1.77662807,3.69778,0
2024-01-04 14:30,3.902,0.87657,1.632716431,4.77857,0
2024-01-04 15:00,4.232,0.67744,1.488804792,4.90944,0
2024-01-04 15:30,4.919,0.94177,1.300824507,5.86077,0
2024-01-04 16:00,5.592,0.37792,1.112844221,5.96992,0
2024-01-04 16:30,4.805,0.30606,0.856878638,5.11106,0
2024-01-04 17:00,5.283,0.24010,0.600913055,5.52310,0
2024-01-04 17:30,5.59,0.11223,0.361140684,5.70223,0
2024-01-04 18:00,5.602,0.04127,0.121368313,5.64327,0
2024-01-04 18:30,5.429,0.00430,0.060684157,5.43330,0
2024-01-04 19:00,5.452,0.00000,0,5.45200,0
2024-01-04 19:30,4.805,0.00000,0,4.80500,0
2024-01-04 20:00,3.59,0.00000,0,3.59000,0
2024-01-04 20:30,3.63,0.00000,0,3.63000,0
2024-01-04 21:00,3.223,0.00000,0,3.22300,0
2024-01-04 21:30,3.921,0.00000,0,3.92100,0
2024-01-04 22:00,3.202,0.00000,0,3.20200,0
2024-01-04 22:30,3.193,0.00000,0,3.19300,0
2024-01-04 23:00,2.702,0.00000,0,2.70200,0
2024-01-04 23:30,3.137,0.00000,0,3.13700,0
2024-01-05 00:00,3.076,0.00000,0,3.07600,0
2024-01-05 00:30,3.489,0.00000,0,3.48900,0
2024-01-05 01:00,2.902,0.00000,0,2.90200,0
2024-01-05 01:30,3.055,0.00000,0,3.05500,0
2024-01-05 02:00,2.579,0.00000,0,2.57900,0
2024-01-05 02:30,2.725,0.00000,0,2.72500,0
2024-01-05 03:00,2.651,0.00000,0,2.65100,0
2024-01-05 03:30,2.537,0.00000,0,2.53700,0
2024-01-05 04:00,2.408,0.00000,0,2.40800,0
2024-01-05 04:30,2.637,0.01833,0.000587099,2.65533,0
2024-01-05 05:00,2.526,0.08401,0.001174198,2.61001,0
2024-01-05 05:30,2.794,0.18744,0.194546639,2.98144,0
2024-01-05 06:00,2.783,0.13430,0.38791908,2.91730,0
2024-01-05 06:30,3.14,0.14207,0.662100754,3.28207,0
2024-01-05 07:00,2.985,0.23530,0.936282429,3.22030,0
2024-01-05 07:30,3.665,0.68101,1.152035424,4.34601,0
2024-01-05 08:00,4.633,0.46490,1.367788418,5.09790,0
2024-01-05 08:30,5.029,0.35459,1.5921291,5.38359,0
2024-01-05 09:00,4.523,0.48327,1.816469783,5.00627,0
2024-01-05 09:30,3.816,1.14843,1.897179857,4.96443,0
2024-01-05 10:00,3.968,1.57172,1.977889932,5.53972,0
2024-01-05 10:30,2.897,1.56788,1.433150871,4.46488,0
2024-01-05 11:00,3.752,1.37479,0.888411809,5.12679,0
2024-01-05 11:30,4.732,1.32012,0.822565971,6.05212,0
2024-01-05 12:00,4.615,1.39462,0.756720133,6.00962,0
2024-01-05 12:30,4.644,1.75214,0.748300773,6.39614,0
2024-01-05 13:00,3.928,1.27473,0.739881412,5.20273,0
2024-01-05 13:30,4.374,1.19832,0.715088912,5.57232,0
2024-01-05 14:00,5.036,1.05992,0.690296411,6.09592,0
2024-01-05 14:30,5.86,0.41756,0.632451971,6.27756,0
2024-01-05 15:00,5.915,0.48917,0.574607531,6.40417,0
2024-01-05 15:30,6.404,0.55004,0.553767531,6.95404,0
2024-01-05 16:00,5.231,0.18097,0.532927531,5.41197,0
2024-01-05 16:30,6.87,0.12299,0.439280471,6.99299,0
2024-01-05 17:00,6.135,0.02676,0.345633411,6.16176,0
2024-01-05 17:30,7.701,0.00345,0.240173007,7.70445,0
2024-01-05 18:00,6.807,0.00043,0.134712604,6.80743,0
2024-01-05 18:30,5.909,0.00000,0.067356302,5.90900,0
2024-01-05 19:00,5.61,0.00000,0,5.61000,0
2024-01-05 19:30,5.085,0.00000,0,5.08500,0
2024-01-05 20:00,4.593,0.00000,0,4.59300,0
2024-01-05 20:30,4.309,0.00000,0,4.30900,0
2024-01-05 21:00,4.106,0.00000,0,4.10600,0
2024-01-05 21:30,3.504,0.00000,0,3.50400,0
2024-01-05 22:00,3.265,0.00000,0,3.26500,0
2024-01-05 22:30,3.105,0.00000,0,3.10500,0
2024-01-05 23:00,3.028,0.00000,0,3.02800,0
2024-01-05 23:30,3.06,0.00000,0,3.06000,0
2024-01-06 00:00,2.814,0.00000,0,2.81400,0
2024-01-06 00:30,3.857,0.00000,0,3.85700,0
2024-01-06 01:00,3.237,0.00000,0,3.23700,0
2024-01-06 01:30,2.786,0.00000,0,2.78600,0
2024-01-06 02:00,2.473,0.00000,0,2.47300,0
2024-01-06 02:30,2.908,0.00000,0,2.90800,0
2024-01-06 03:00,2.593,0.00000,0,2.59300,0
2024-01-06 03:30,2.831,0.00000,0,2.83100,0
2024-01-06 04:00,2.595,0.00000,0,2.59500,0
2024-01-06 04:30,2.633,0.00000,0.000682607,2.63300,0
2024-01-06 05:00,2.354,0.00861,0.001365215,2.36261,0
2024-01-06 05:30,2.842,0.06557,0.194601015,2.90757,0
2024-01-06 06:00,3.614,0.19462,0.387836814,3.80862,0
2024-01-06 06:30,2.322,0.05489,0.653639426,2.37689,0
2024-01-06 07:00,2.226,0.10534,0.919442037,2.33134,0
2024-01-06 07:30,2.075,0.11939,1.145455729,2.19439,0
2024-01-06 08:00,2.506,0.12647,1.37146942,2.63247,0
2024-01-06 08:30,2.508,0.20766,1.5273062,2.71566,0
2024-01-06 09:00,2.142,0.18838,1.68314298,2.33038,0
2024-01-06 09:30,1.769,0.19742,1.800879822,1.96642,0
2024-01-06 10:00,2.161,0.28222,1.918616665,2.44322,0
2024-01-06 10:30,1.855,0.24293,1.983910606,2.09793,0
2024-01-06 11:00,1.767,0.14148,2.049204548,1.90848,0
2024-01-06 11:30,1.817,0.93234,2.062950475,2.74934,0
2024-01-06 12:00,1.332,0.92196,2.076696403,2.24296,0.011
2024-01-06 12:30,0.68,0.58577,2.037266775,0.77977,0.486
2024-01-06 13:00,1.965,0.30732,1.997837147,2.27232,0
2024-01-06 13:30,2.109,0.21242,1.894335694,2.32142,0
2024-01-06 14:00,2.06,0.45219,1.790834241,2.51219,0
2024-01-06 14:30,2.298,0.64626,1.637813606,2.94426,0
2024-01-06 15:00,1.861,0.85490,1.484792971,2.71590,0
2024-01-06 15:30,0.795,0.73823,1.282134647,1.43823,0.095
2024-01-06 16:00,1.361,0.62065,1.079476323,1.94565,0.036
2024-01-06 16:30,1.933,0.60766,0.826059324,2.54066,0
2024-01-06 17:00,1.829,0.31426,0.572642324,2.10126,0.042
2024-01-06 17:30,2.327,0.26787,0.347576056,2.59487,0
2024-01-06 18:00,1.716,0.04275,0.122509788,1.75875,0
2024-01-06 18:30,1.767,0.00100,0.061254894,1.76800,0
2024-01-06 19:00,2.305,0.00000,0,2.30500,0
2024-01-06 19:30,1.885,0.00000,0,1.88500,0
2024-01-06 20:00,1.994,0.00000,0,1.99400,0
2024-01-06 20:30,1.77,0.00000,0,1.77000,0
2024-01-06 21:00,2.045,0.00000,0,2.04500,0
2024-01-06 21:30,1.665,0.00000,0,1.66500,0
2024-01-06 22:00,1.911,0.00000,0,1.91100,0
2024-01-06 22:30,1.802,0.00000,0,1.80200,0
2024-01-06 23:00,1.807,0.00000,0,1.80700,0
2024-01-06 23:30,1.723,0.00000,0,1.72300,0
2024-01-07 00:00,2.325,0.00000,0,2.32500,0
2024-01-07 00:30,2.052,0.00000,0,2.05200,0
2024-01-07 01:00,1.787,0.00000,0,1.78700,0
2024-01-07 01:30,2.119,0.00000,0,2.11900,0
2024-01-07 02:00,1.65,0.00000,0,1.65000,0
2024-01-07 02:30,1.685,0.00000,0,1.68500,0
2024-01-07 03:00,1.671,0.00000,0,1.67100,0
2024-01-07 03:30,1.478,0.00000,0,1.47800,0
2024-01-07 04:00,1.667,0.00000,0,1.66700,0
2024-01-07 04:30,1.79,0.00646,0,1.79646,0
2024-01-07 05:00,1.633,0.03824,0,1.67124,0
2024-01-07 05:30,1.595,0.05953,0.187097078,1.65453,0
2024-01-07 06:00,1.444,0.26383,0.374194157,1.70783,0
2024-01-07 06:30,1.549,0.80000,0.625608978,2.34900,0
2024-01-07 07:00,0.756,1.05369,0.877023799,1.75469,0.055
2024-01-07 07:30,0.59,1.27529,1.077190773,1.64029,0.225
2024-01-07 08:00,0.774,1.45956,1.277357747,1.97756,0.256
2024-01-07 08:30,0.728,1.60924,1.417828893,2.13124,0.206
2024-01-07 09:00,0.198,1.72535,1.55830004,1.12735,0.796
2024-01-07 09:30,0.424,1.81931,1.66255169,1.76631,0.477
2024-01-07 10:00,0.409,1.89250,1.76680334,2.19850,0.103
2024-01-07 10:30,1.266,1.93187,1.82304572,3.15287,0.045
2024-01-07 11:00,2.126,1.94769,1.8792881,4.07369,0
2024-01-07 11:30,1.202,1.93457,1.870076857,3.12857,0.008
2024-01-07 12:00,1.736,1.93029,1.860865615,3.66629,0
2024-01-07 12:30,1.275,1.87565,1.842916046,3.01965,0.131
2024-01-07 13:00,2.249,1.82014,1.824966478,4.06914,0
2024-01-07 13:30,1.438,1.75370,1.742600594,3.06870,0.123
2024-01-07 14:00,2.398,0.94564,1.660234711,3.34364,0
2024-01-07 14:30,2.033,0.78282,1.520893085,2.77682,0.039
2024-01-07 15:00,4.419,1.00816,1.381551459,5.42716,0
2024-01-07 15:30,4.286,1.09037,1.209629641,5.37637,0
2024-01-07 16:00,3.945,0.73622,1.037707824,4.68122,0
2024-01-07 16:30,3.646,0.45133,0.801785683,4.09733,0
2024-01-07 17:00,4.933,0.19626,0.565863541,5.12926,0
2024-01-07 17:30,3.956,0.05247,0.34439439,4.00847,0
2024-01-07 18:00,5.222,0.02006,0.122925239,5.24206,0
2024-01-07 18:30,4.424,0.00075,0.06146262,4.42475,0
2024-01-07 19:00,5.227,0.00000,0,5.22700,0
2024-01-07 19:30,4.275,0.00000,0,4.27500,0
2024-01-07 20:00,5.02,0.00000,0,5.02000,0
2024-01-07 20:30,4.847,0.00000,0,4.84700,0
2024-01-07 21:00,5.4,0.00000,0,5.40000,0
2024-01-07 21:30,4.379,0.00000,0,4.37900,0
2024-01-07 22:00,4.267,0.00000,0,4.26700,0
2024-01-07 22:30,3.889,0.00000,0,3.88900,0
2024-01-07 23:00,3.955,0.00000,0,3.95500,0
2024-01-07 23:30,3.757,0.00000,0,3.75700,0
2024-01-08 00:00,3.81,0.00000,0,3.81000,0
2024-01-08 00:30,4.181,0.00000,0,4.18100,0
2024-01-08 01:00,3.408,0.00000,0,3.40800,0
2024-01-08 01:30,3.623,0.00000,0,3.62300,0
2024-01-08 02:00,3.295,0.00000,0,3.29500,0
2024-01-08 02:30,3.782,0.00000,0,3.78200,0
2024-01-08 03:00,3.3,0.00000,0,3.30000,0
2024-01-08 03:30,3.537,0.00000,0,3.53700,0
2024-01-08 04:00,3.207,0.00000,0,3.20700,0
2024-01-08 04:30,3.381,0.00652,0,3.38752,0
2024-01-08 05:00,3.202,0.03730,0,3.23930,0
2024-01-08 05:30,3.336,0.05860,0.144125578,3.39460,0
2024-01-08 06:00,3.342,0.26640,0.288251156,3.60840,0
2024-01-08 06:30,2.915,0.77446,0.478777858,3.68946,0
2024-01-08 07:00,2.311,1.00599,0.66930456,3.31699,0
2024-01-08 07:30,1.981,1.21923,0.838583478,3.19823,0.002
2024-01-08 08:00,1.358,1.40292,1.007862395,2.73692,0.024
2024-01-08 08:30,2.242,1.56066,1.090046927,3.80266,0
2024-01-08 09:00,1.817,1.68836,1.172231458,3.50536,0
2024-01-08 09:30,2.002,1.79627,1.264034174,3.78627,0.012
2024-01-08 10:00,1.224,1.86763,1.355836889,2.98163,0.11
2024-01-08 10:30,2.06,1.90303,1.401731435,3.81703,0.146
2024-01-08 11:00,0.959,1.93511,1.447625981,2.78511,0.109
2024-01-08 11:30,1.575,1.96144,1.440545237,3.52844,0.008
2024-01-08 12:00,1.247,1.84937,1.433464492,3.07137,0.025
2024-01-08 12:30,2.288,1.85053,1.455941254,4.13853,0
2024-01-08 13:00,1.139,1.73390,1.478418016,2.79190,0.081
2024-01-08 13:30,3.254,1.62385,1.375355716,4.87785,0
2024-01-08 14:00,2.878,1.47454,1.272293417,4.35254,0
2024-01-08 14:30,3.946,1.29381,1.09864839,5.23981,0
2024-01-08 15:00,2.35,1.06017,0.925003363,3.41017,0
2024-01-08 15:30,3.42,0.83631,0.79523269,4.25631,0
2024-01-08 16:00,3.034,0.65198,0.665462018,3.68598,0
2024-01-08 16:30,4.919,0.39175,0.51960066,5.31075,0
2024-01-08 17:00,3.668,0.17827,0.373739303,3.84627,0
2024-01-08 17:30,4.911,0.03823,0.255850869,4.94923,0
2024-01-08 18:00,4.553,0.00817,0.137962436,4.56117,0
2024-01-08 18:30,5.292,0.00013,0.068981218,5.29213,0
2024-01-08 19:00,4.327,0.00000,0,4.32700,0
2024-01-08 19:30,5.884,0.00000,0,5.88400,0
2024-01-08 20:00,4.35,0.00000,0,4.35000,0
2024-01-08 20:30,4.512,0.00000,0,4.51200,0
2024-01-08 21:00,3.8,0.00000,0,3.80000,0
2024-01-08 21:30,4.079,0.00000,0,4.07900,0
2024-01-08 22:00,3.636,0.00000,0,3.63600,0
2024-01-08 22:30,4.344,0.00000,0,4.34400,0
2024-01-08 23:00,3.942,0.00000,0,3.94200,0
2024-01-08 23:30,3.746,0.00000,0,3.74600,0
2024-01-09 00:00,3.58,0.00000,0,3.58000,0
2024-01-09 00:30,3.906,0.00000,0,3.90600,0
2024-01-09 01:00,3.739,0.00000,0,3.73900,0
2024-01-09 01:30,3.554,0.00000,0,3.55400,0
2024-01-09 02:00,3.879,0.00000,0,3.87900,0
2024-01-09 02:30,3.448,0.00000,0,3.44800,0
2024-01-09 03:00,3.545,0.00000,0,3.54500,0
2024-01-09 03:30,3.285,0.00000,0,3.28500,0
2024-01-09 04:00,3.564,0.00000,0,3.56400,0
2024-01-09 04:30,3.195,0.01149,0,3.20649,0
2024-01-09 05:00,3.04,0.05286,0,3.09286,0
2024-01-09 05:30,2.695,0.09899,0.173679546,2.79399,0
2024-01-09 06:00,3.047,0.32449,0.347359092,3.37149,0
2024-01-09 06:30,2.24,0.58487,0.562508494,2.82487,0
2024-01-09 07:00,2.684,0.97670,0.777657896,3.66070,0
2024-01-09 07:30,2.044,0.86818,1.084792092,2.91218,0
2024-01-09 08:00,2.669,0.61341,1.391926287,3.28241,0
2024-01-09 08:30,3.506,1.39590,1.559028387,4.90190,0
2024-01-09 09:00,2.553,0.75022,1.726130487,3.29322,0.01
2024-01-09 09:30,1.665,1.18315,1.543818911,2.82415,0.024
2024-01-09 10:00,2.391,1.09172,1.361507335,3.48272,0
2024-01-09 10:30,2.724,1.43328,1.554086654,4.15728,0
2024-01-09 11:00,1.998,1.77968,1.746665973,3.67168,0.106
2024-01-09 11:30,1.612,0.87874,1.536493219,2.47774,0.013
2024-01-09 12:00,2.942,0.84463,1.326320465,3.75063,0.036
2024-01-09 12:30,2.829,1.14458,1.327665517,3.97358,0
2024-01-09 13:00,2.842,1.20164,1.329010569,4.04364,0
2024-01-09 13:30,1.716,1.36268,1.243310909,2.99668,0.082
2024-01-09 14:00,2.444,1.36685,1.157611249,3.81085,0
2024-01-09 14:30,2.061,0.94307,1.023361266,2.97307,0.031
2024-01-09 15:00,2.519,0.85391,0.889111283,3.30991,0.063
2024-01-09 15:30,3.005,0.47613,0.903366771,3.48113,0
2024-01-09 16:00,2.914,0.36160,0.91762226,3.27560,0
2024-01-09 16:30,4.118,0.25729,0.699262276,4.37529,0
2024-01-09 17:00,4.325,0.19976,0.480902293,4.52476,0
2024-01-09 17:30,3.514,0.08743,0.31466383,3.60143,0
2024-01-09 18:00,3.776,0.05306,0.148425367,3.82906,0
2024-01-09 18:30,3.796,0.00395,0.074212684,3.79995,0
2024-01-09 19:00,3.801,0.00000,0,3.80100,0
2024-01-09 19:30,3.985,0.00000,0,3.98500,0
2024-01-09 20:00,3.631,0.00000,0,3.63100,0
2024-01-09 20:30,3.581,0.00000,0,3.58100,0
2024-01-09 21:00,3.36,0.00000,0,3.36000,0
2024-01-09 21:30,3.378,0.00000,0,3.37800,0
2024-01-09 22:00,3.27,0.00000,0,3.27000,0
2024-01-09 22:30,2.942,0.00000,0,2.94200,0
2024-01-09 23:00,3.393,0.00000,0,3.39300,0
2024-01-09 23:30,3.204,0.00000,0,3.20400,0
2024-01-10 00:00,3.368,0.00000,0,3.36800,0
2024-01-10 00:30,3.404,0.00000,0,3.40400,0
2024-01-10 01:00,3,0.00000,0,3.00000,0
2024-01-10 01:30,2.814,0.00000,0,2.81400,0
2024-01-10 02:00,2.978,0.00000,0,2.97800,0
2024-01-10 02:30,2.65,0.00000,0,2.65000,0
2024-01-10 03:00,2.967,0.00000,0,2.96700,0
2024-01-10 03:30,2.674,0.00000,0,2.67400,0
2024-01-10 04:00,3.056,0.00000,0,3.05600,0
2024-01-10 04:30,2.626,0.00075,0,2.62675,0
2024-01-10 05:00,3.002,0.05456,0,3.05656,0
