Date and Time,Consumed (kWh)
2024-01-31,4708.50218185
2024-02-29,3567.59859259
2024-03-31,3368.77402557
2024-04-30,3216.74
2024-05-31,2585.337
2024-06-30,1072.198
2024-07-31,790.071
2024-08-31,1512.22819965
2024-09-30,2255.23297712
2024-10-31,2489.28927047
2024-11-30,3930.31192932
2024-12-31,7045.36631384
