Date and Time,Simulated (kWh),Actual (kWh)
2025-06-06,6.568909567857142,0.0
2025-06-07,7.771412184857143,0.0
2025-06-08,9.383247835571428,0.0
2025-06-09,10.683145812285716,0.0
2025-06-10,11.368474469714284,0.0
2025-06-11,11.858762255714286,0.0
2025-06-12,12.639241189142856,0.0
2025-06-13,11.955933352,0.0
2025-06-14,11.461349020428571,0.0
2025-06-15,10.364706194000002,0.0
2025-06-16,9.337595257142857,0.0
2025-06-17,9.206508487999999,0.0
2025-06-18,9.654726575142858,0.0
2025-06-19,9.808728908285714,0.0
2025-06-20,9.622372841142859,0.0
2025-06-21,8.889876166857142,0.0
2025-06-22,9.366461449714288,0.0
2025-06-23,9.570005552857141,0.0
2025-06-24,9.052054613142857,0.0
2025-06-25,8.955141614857142,0.0
2025-06-26,8.065886046857143,0.0
2025-06-27,7.844767806857143,0.0
2025-06-28,9.090066867,0.0
2025-06-29,8.17679826,0.0
2025-06-30,7.5507568698571434,0.0
2025-07-01,8.001860927000001,0.0
2025-07-02,8.294917564428571,0.0
2025-07-03,9.49326176257143,0.0
2025-07-04,10.961512761,0.0
2025-07-05,11.49021787157143,0.0
2025-07-06,12.505131656285714,0.0
2025-07-07,12.998525012000002,0.0
2025-07-08,13.186858087142857,0.0
2025-07-09,12.207208636285715,0.0
2025-07-10,12.283037924428571,0.0
2025-07-11,10.494073132,0.0
2025-07-12,8.371400364571429,0.0
2025-07-13,7.692032699285714,0.0
2025-07-14,8.570020810857143,0.0
2025-07-15,7.696282878,0.0
2025-07-16,8.545731641142856,0.0
2025-07-17,8.128705153714286,0.0
2025-07-18,9.816131462857143,0.0
2025-07-19,10.557218055857144,0.0
2025-07-20,11.454750462571429,0.0
2025-07-21,10.811840700571429,0.0
2025-07-22,11.377311909,0.0
2025-07-23,11.534341387,0.0
2025-07-24,10.867035763999999,0.0
2025-07-25,10.237261044571428,0.0
2025-07-26,9.310192272428571,0.0
2025-07-27,8.919166897142857,0.0
2025-07-28,8.714954448428571,0.0
2025-07-29,9.163184286714285,0.0
2025-07-30,8.387683352714285,0.0
2025-07-31,9.901576136142856,0.0
2025-08-01,10.769794598142857,0.0
2025-08-02,12.055296789857142,0.0
2025-08-03,11.674753942142857,0.0
2025-08-04,11.663989830142857,0.0
2025-08-05,11.85689640557143,0.0
2025-08-06,13.047999526714287,0.0
2025-08-07,13.156483464999999,0.0
2025-08-08,12.845767208,0.0
2025-08-09,12.670675893142858,0.0
2025-08-10,13.061736613857144,0.0
2025-08-11,13.541339731857144,0.0
2025-08-12,13.393567177285714,0.0
2025-08-13,12.481364046714287,0.0
2025-08-14,12.094526428428575,0.0
2025-08-15,12.661801352285712,0.0
2025-08-16,13.849836318571429,0.0
2025-08-17,15.28225533557143,0.0
2025-08-18,13.622283218857143,0.0
2025-08-19,13.432745468285715,0.0
2025-08-20,14.578462086714286,0.0
2025-08-21,14.121015658285716,0.0
2025-08-22,12.521592655857143,0.0
2025-08-23,12.794937897714286,0.0
2025-08-24,12.020758388428572,0.0
2025-08-25,14.17544719457143,0.0
2025-08-26,14.912124430428573,0.0
2025-08-27,13.418800584857143,0.0
2025-08-28,12.770634369428572,1.4215228571428573
2025-08-29,14.118126776428571,2.5701199999999997
2025-08-30,13.45588869657143,4.143534285714286
2025-08-31,12.622531148999999,5.484155714285714
2025-09-01,12.146607542142856,5.913937142857143
2025-09-02,12.282700174428571,7.527062857142857
2025-09-03,12.396503132142856,9.349509999999999
2025-09-04,12.663412855428572,9.914602857142857
2025-09-05,11.847873711142856,9.302059999999999
2025-09-06,12.489836983714286,9.364925714285715
2025-09-07,14.735470758285715,10.486881428571431
2025-09-08,15.086812326428571,11.684188571428573
2025-09-09,13.794672926571431,11.41710285714286
2025-09-10,14.964717839714286,12.020548571428574
2025-09-11,16.104311893285715,11.881032857142857
2025-09-12,16.404629465142854,14.265004285714285
2025-09-13,17.524529578,14.38289142857143
2025-09-14,17.759823922142857,13.94468285714286
2025-09-15,17.130214767000002,15.504388571428573
2025-09-16,17.735413038999997,15.837934285714285
2025-09-17,18.41190152971429,15.815401428571429
2025-09-18,18.274355496000002,17.085795714285716
2025-09-19,20.227218807714287,16.323454285714284
2025-09-20,20.26237651257143,15.702722857142856
2025-09-21,18.346334670857143,15.29192
2025-09-22,19.187535359,13.916778571428571
2025-09-23,21.069785102571434,14.240097142857142
2025-09-24,21.662414183428574,12.40462
2025-09-25,20.50389375714286,10.176765714285716
2025-09-26,19.771355095857142,11.648604285714287
2025-09-27,18.537323270142856,14.022867142857143
2025-09-28,20.556967337142854,15.84483
2025-09-29,19.453913042714284,14.688828571428571
2025-09-30,18.231076151285713,15.503815714285716
2025-10-01,17.613752087714285,17.004861428571427
2025-10-02,20.488007121428573,19.707084285714284
2025-10-03,21.60895793685714,19.412857142857145
2025-10-04,23.01230130171428,17.159885714285714
2025-10-05,23.19754333442857,16.36005857142857
2025-10-06,24.347147477285713,17.692112857142856
2025-10-07,24.138191723000002,17.056900000000002
2025-10-08,24.623912766714284,19.108107142857143
2025-10-09,22.172702192000003,19.39836857142857
2025-10-10,19.011263261142858,19.713865714285713
2025-10-11,15.349916314,22.436767142857143
2025-10-12,12.427368792,23.768982857142856
2025-10-13,14.159274535142858,25.42787142857143
2025-10-14,16.128206903285715,26.299035714285715
2025-10-15,15.364909491714286,25.48888857142857
2025-10-16,17.88237933885714,24.585524285714285
2025-10-17,20.527452302142855,23.181105714285714
2025-10-18,21.99997105114286,20.204811428571425
2025-10-19,24.863149601,20.10983
2025-10-20,24.46891747371429,20.560364285714286
2025-10-21,24.935826708714284,21.461852857142855
2025-10-22,25.160523375571426,21.159645714285713
2025-10-23,24.138219082142854,20.849602857142855
2025-10-24,23.58168213314286,21.545954285714288
2025-10-25,25.62079779671428,24.48155
2025-10-26,25.962331554571428,24.77113142857143
2025-10-27,25.092856163714288,23.242775714285717
2025-10-28,23.35257204757143,23.199052857142856
2025-10-29,23.275274730857145,24.35918571428571
2025-10-30,22.010827893857144,22.473412857142858
2025-10-31,20.83960641085714,22.57616571428571
2025-11-01,21.02573765157143,23.02103857142857
2025-11-02,19.291049229857144,22.630085714285716
2025-11-03,18.56801711542857,23.472004285714284
2025-11-04,20.346050249428572,23.55512142857143
2025-11-05,20.251250215000002,23.43443142857143
2025-11-06,22.612077556142857,25.259639999999997
2025-11-07,24.941290074285714,25.48726285714286
2025-11-08,24.92922914314286,23.587797142857145
2025-11-09,24.858632044714284,23.07950142857143
2025-11-10,23.651925407857142,23.955294285714285
2025-11-11,19.865810598000003,24.08060857142857
2025-11-12,19.403515375428572,21.89301
2025-11-13,18.304535753285712,21.48364857142857
2025-11-14,17.454559562714287,22.770894285714284
2025-11-15,18.161720730571428,24.537827142857143
2025-11-16,20.39000611642857,25.165842857142852
2025-11-17,24.267412863714288,22.133098571428572
2025-11-18,28.025077205857144,21.43627857142857
2025-11-19,29.788746397714284,24.10055857142857
2025-11-20,30.692609483857144,26.18464857142857
2025-11-21,31.82218658542857,25.72299571428572
2025-11-22,29.084920546285712,25.41226
2025-11-23,28.166264836857145,24.52282285714286
2025-11-24,28.67600994642857,24.15918142857143
2025-11-25,25.43162935485714,21.750431428571428
2025-11-26,21.66101510557143,19.371767142857145
2025-11-27,22.826894686000003,16.96944285714286
2025-11-28,23.667587074285713,16.719448571428572
2025-11-29,25.721924689857143,16.869085714285713
2025-11-30,25.71122384114286,14.795732857142855
2025-12-01,23.52462780471429,17.45747
2025-12-02,25.393957402571427,20.660265714285714
2025-12-03,27.96828022414286,20.660639999999997
2025-12-04,25.82440188742857,23.342574285714285
2025-12-05,22.354298867,23.686651428571427
2025-12-06,23.48665771442857,22.774205714285717
2025-12-07,24.418836026428572,24.68744571428571
2025-12-08,26.013372348428568,25.60300714285714
2025-12-09,27.17307584557143,24.85251142857143
2025-12-10,28.323578430714285,27.160475714285717
2025-12-11,29.016484889285714,27.162917142857143
2025-12-12,31.759213520857145,27.04743
2025-12-13,31.587933150571427,28.319222857142854
2025-12-14,31.513105226714288,28.85212428571429
2025-12-15,31.43684621142857,28.692064285714284
2025-12-16,29.073778637,27.84901142857143
2025-12-17,28.359369685714288,27.222515714285713
2025-12-18,28.472445983571426,27.320864285714283
2025-12-19,28.36919584571429,27.563294285714285
2025-12-20,26.76605113885714,27.308709999999998
2025-12-21,24.95753926671429,28.47128857142857
2025-12-22,25.68930952285714,28.05929
2025-12-23,28.117360718285713,28.40574
2025-12-24,25.91535418942857,28.446187142857145
2025-12-25,26.701743575285715,28.09964142857143
2025-12-26,26.965846173142857,27.259178571428574
2025-12-27,26.127693678285716,25.48062428571429
2025-12-28,24.307308470000002,23.687271428571428
2025-12-29,21.939278814,24.089002857142855
2025-12-30,20.796612498142856,24.67256857142857
2025-12-31,22.614773210857145,25.210875714285716
