Date and Time,Avg Daily Consumption (kWh)
Jan 2024,151.88716715645162
Feb 2024,123.0206411237931
Mar 2024,108.67012985709678
Apr 2024,107.22466666666666
May 2024,83.39796774193549
Jun 2024,35.73993333333333
Jul 2024,25.48616129032258
Aug 2024,48.781554827419356
Sep 2024,75.17443257066667
Oct 2024,80.29965388612902
Nov 2024,131.010397644
Dec 2024,227.2698810916129
