Date and Time,Consumption (kWh)
2024-01-31,4848.50222
2024-02-29,3847.59871
2024-03-31,3648.77399
2024-04-30,3496.74
2024-05-31,2865.337
2024-06-30,1072.198
2024-07-31,790.071
2024-08-31,1792.22816
2024-09-30,2535.233
2024-10-31,2909.28925
2024-11-30,5538.31187
2024-12-31,10609.3664
