renewable_fraction,self_consumption_rate,total_grid_emissions,total_grid_import,total_pv_export,battery_cycles,final_degradation_pct
0.33412876765633576,0.5492398481442946,692925.3165031726,877120.6538014843,357486.44486810674,9747.48035107012,25.282790566840387
