battery_kwh,additional_pv_kw,total_pv_kw,irr,npv,irr_percent_of_max,npv_percent_of_max
1.8553695629226943,29.96706051376922,39.96706051376922,0.14412946380586075,32639.423953964535,90.86825584131432,81.20974569751085
