total_pv_capacity_kw,additional_pv_capacity_kw,battery_capacity_kwh,irr,npv,renewable_fraction,self_consumption_rate,grid_emissions,battery_cycles,battery_degradation
56.49088303436051,46.49088303436051,16.538014422813724,0.11661241156208253,40191.51109712804,0.5848812272943958,0.3410346213224057,435364.1781060784,8145.35132710403,25.282790566840387
