battery_kwh,additional_pv_kw,total_pv_kw,irr,npv,irr_percent_of_max,npv_percent_of_max
0.007964092811392865,30.24041597808548,40.24041597808548,0.14616850290433564,31661.44471760734,89.15137579036937,77.9433441381461
