battery_kwh,additional_pv_kw,IRR,NPV,total_additional_pv,total_system_pv,accommodation_block_kw,small_shed_kw,ground_mounted_kw
18.022521000571626,50.543567457296334,0.11250044396658952,40768.890625850654,50.543567457296334,60.543567457296334,33.0,10.0,7.543567457296334
9.792248348365964e-06,11.405214196028421,0.1551845475909918,15634.566995568981,11.405214196028421,21.40521419602842,11.405214196028421,0.0,0.0
0.00400386449160922,18.584669937981857,0.15199009941856848,23149.80732500784,18.584669937981857,28.584669937981857,18.584669937981857,0.0,0.0
18.004232561610376,43.47724123591116,0.11743190956358615,40412.36132609897,43.47724123591116,53.47724123591116,33.0,10.0,0.4772412359111584
16.621750133923204,34.794007055490106,0.1244835503695007,39384.30732388055,34.794007055490106,44.794007055490106,33.0,1.7940070554901055,0.0
0.007350205559404854,13.94317682690047,0.15455215346617004,18528.134155781143,13.94317682690047,23.94317682690047,13.94317682690047,0.0,0.0
0.003260793149186092,12.222438597762375,0.1550911844632835,16600.152698358652,12.222438597762375,22.222438597762377,12.222438597762375,0.0,0.0
17.01010147305638,39.246899535827254,0.1210322931339001,40069.30900125953,39.246899535827254,49.246899535827254,33.0,6.246899535827254,0.0
0.007350205559404854,23.430271955299943,0.14865424514995784,27243.781300202383,23.430271955299943,33.43027195529994,23.430271955299943,0.0,0.0
0.003359046309510616,28.23487947877119,0.1450439986776989,30592.285317917773,28.23487947877119,38.23487947877119,28.23487947877119,0.0,0.0
16.148331065142997,33.512290813294015,0.12585178522534757,39094.91862535917,33.512290813294015,43.512290813294015,33.0,0.5122908132940154,0.0
0.007350205559404854,25.905218644994466,0.1468183299750362,29055.198818513723,25.905218644994466,35.90521864499446,25.905218644994466,0.0,0.0
0.006122904621238913,16.681505049180938,0.15314518585946307,21341.390660333396,16.681505049180938,26.681505049180938,16.681505049180938,0.0,0.0
0.004211802215479152,20.515583014792824,0.15071844239657606,24869.320119973858,20.515583014792824,30.515583014792824,20.515583014792824,0.0,0.0
7.391348642742617,33.22577411324951,0.1340622226099321,37035.22826972421,33.22577411324951,43.22577411324951,33.0,0.22577411324950702,0.0
5.635261392456745,33.539440932355866,0.13512031910536537,36275.884083241326,33.539440932355866,43.539440932355866,33.0,0.5394409323558662,0.0
17.82408767025636,39.246899535827254,0.12040293770218931,40090.44158992371,39.246899535827254,49.246899535827254,33.0,6.246899535827254,0.0
0.09301768357018775,15.04991998890527,0.15369673237382908,19726.303282830853,15.04991998890527,25.04991998890527,15.04991998890527,0.0,0.0
1.988792021994346,33.09008914495143,0.13906822009030664,34363.964720249416,33.09008914495143,43.09008914495143,33.0,0.09008914495142761,0.0
10.990944529798357,33.51031736231165,0.13060862284369656,38300.07153463964,33.51031736231165,43.51031736231165,33.0,0.5103173623116533,0.0
0.2678778925613132,31.638007086127356,0.14211046405620886,32730.814228741918,31.638007086127356,41.63800708612736,31.638007086127356,0.0,0.0
16.60012563888795,48.47180931344017,0.11470560344140415,40709.651874858886,48.47180931344017,58.47180931344017,33.0,10.0,5.471809313440168
2.4299424100988625,33.09008914495143,0.1386129164966289,34587.24779560841,33.09008914495143,43.09008914495143,33.0,0.09008914495142761,0.0
0.09522742506975566,30.332471025384727,0.1433165467120726,31907.45989298749,30.332471025384727,40.33247102538473,30.332471025384727,0.0,0.0
11.19163928562416,36.16086306181502,0.1279516689498868,38790.61745989639,36.16086306181502,46.16086306181502,33.0,3.1608630618150215,0.0
4.972865071609811,31.939739949990212,0.13685111706851483,35251.78315618565,31.939739949990212,41.93973994999021,31.939739949990212,0.0,0.0
0.06717603151286333,29.84349259729864,0.14372497532747538,31606.88465524626,29.84349259729864,39.843492597298635,29.84349259729864,0.0,0.0
0.036185500931350645,24.755004923501517,0.1476268030104285,28250.91127652444,24.755004923501517,34.75500492350152,24.755004923501517,0.0,0.0
0.00400793593173502,16.681505049180938,0.15315270882566984,21340.67563910304,16.681505049180938,26.681505049180938,16.681505049180938,0.0,0.0
0.012463552856902316,33.539440932355866,0.14044861137427847,33379.80329629748,33.539440932355866,43.539440932355866,33.0,0.5394409323558662,0.0
